,Armoured Vehicle,Artillery,Tank/Fire-Support Vehicle,Light Fixed-Wing Aircraft,Helicopter,Heavy Fixed-Wing Aircraft
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03809569135097405,0.003995433789954338,0.0009398496240601503,0.08088552573132812,0.006171076844977473,0.003798947983635301
2,0.0471889079256298,0.025494672754946726,0.0012531328320802004,0.10438955517482072,0.029808363474839773,0.014026884862653417
