Recipient,Supplier,Year of order, ,Number ordered, ,Weapon designation,Weapon description,Number delivered, ,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
North Korea,China,1973,?,10,?,Cross Slot,air search radar,10,?,1974; 1975,New,,1.19,11.9,11.9
North Korea,China,1968,?,6,?,HY-1 CDS,coastal defence system,6,?,1969; 1970; 1971,New,,15,90,90
North Korea,Kazakhstan,1995,,4,,SON-9,fire control radar,4,,1995,Second hand,Ex-Kazakh; for use with KS-19 100mm AA guns,0.24,0.96,0.96
North Korea,Russia,1979,?,6,?,MR-104 Rys,fire control radar,6,?,1992; 1993; 1994; 1995; 1996,New,For 3 Taechong-2 (Mayang) patrol craft and 3 Soju FAC produced in North Korea; probably ordered from Soviet Union and delivered from Russia after break-up of Soviet Union,2.25,13.5,13.5
North Korea,Soviet Union,1984,?,2,,5N69 Salute,air search radar,2,?,1987; 1988,New,For usw with S-200 (SA-5) SAM systems,7,14,14
North Korea,Soviet Union,1962,?,3,?,Burun,fire control radar,3,?,1963; 1964; 1965,New,For use with SM-4-1 130mm guns,2,6,6
North Korea,Soviet Union,1971,?,2,?,MR-104 Rys,fire control radar,2,,1973; 1975,New,For 2 Najin corvettes produced in North Korea,2.25,4.5,4.5
North Korea,Soviet Union,1979,?,15,?,MR-104 Rys,fire control radar,15,?,1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991,New,For 1 Soho frigate; 12 Soju FAC and 2 Taechong-2 (Mayang) patrol craft; probably more delivered from Russia after break-up of Soviet Union,2.25,33.75,33.75
North Korea,Soviet Union,1952,?,20,?,P-10,air search radar,20,?,1953; 1954; 1955; 1956; 1957; 1958; 1959,New,,4,80,80
North Korea,Soviet Union,1955,?,5,?,P-20 Periskop,air search radar,5,?,1956; 1957; 1958,New,,5,25,25
North Korea,Soviet Union,1950,?,10,?,P-3,air search radar,10,?,1950; 1951; 1952; 1953; 1954; 1955,New,,3.5,35,35
North Korea,Soviet Union,1968,?,9,?,S-2 Sopka,coastal defence system,9,?,1968; 1969; 1970; 1971; 1972; 1973,Second hand,Second-hand,6,54,54
North Korea,Soviet Union,1951,?,320,?,SON-9,fire control radar,320,?,1952; 1953; 1954; 1955; 1956; 1957; 1958; 1959; 1960; 1961; 1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975,New,For use with KS-19 100mm; M-1939 85mm and S-60 57mm AA guns,0.6,192,192
North Korea,Soviet Union,1985,?,3,?,ST-68,air search radar,3,?,1987; 1988,New,,12.5,37.5,37.5
South Korea,France,2013,,8,,FLASH,ASW sonar,8,?,2016,New,For 8 AW-159 helicopters from UK,2,16,16
South Korea,France,1986,?,5,?,DRPT-5 Rasit,ground surv radar,5,?,1987,New,,0.1,0.5,0.5
South Korea,France,2005,?,3,,Vampyr,air search system,3,,2008; 2010; 2012,New,Vampyr-MB version; for 3 Sejong the Great (KDX-3) destroyers produced in South Korea,2,6,6
South Korea,France,2003,?,1,,Vampyr,air search system,1,,2007,New,For 1 Dodko (LPX) AALS produced in South Korea,2,2,2
South Korea,Germany,1993,?,3,,DSQS-21,ASW sonar,3,,1998; 1999; 2000,New,For 3 KDX-1 (Kwanggaeto the Great) frigates produced in South Korea; DSQS-21BZ version,5,15,15
South Korea,Germany,1999,?,3,,DSQS-23,ASW sonar,3,,2003; 2004; 2005,New,For 3 KDX-2 frigates produced in South Korea,5,15,15
South Korea,Israel,2009,,2,,EL/M-2080 Green Pine,air search radar,2,,2012,New,For use with Patriot SAM systems in AMD-Cell air defence/ABM system,17.5,35,35
South Korea,Israel,2019,?,2,,EL/M-2080 Green Pine,air search radar,0,,,New,KRW330 b ($292 m) deal; Green Pine Block-C version,17.5,35,0
South Korea,Israel,2009,,60,?,EL/M-2032,combat aircraft radar,60,?,2013; 2014; 2015; 2016,New,For some 60 FA-50 combat aircraft produced in South Korea,2,120,120
South Korea,Israel,2020,?,20,?,EL/M-2032,combat aircraft radar,1,,2023,New,For 20 TA-50 Block-2 trainer/combat aircraft produced in South Korea,2,40,2
South Korea,Israel,2015,?,1,,EL/M-2248 MF-STAR,multi-function radar,1,,2021,New,For 1 Dokdo (Marado) AALS produced in South Korea,30,30,30
South Korea,Israel,2023,,4,,EL/W-2085,AEW radar,0,,,New,For 4 Global-6500 AEW&C aircraft ordered via USA (based on Global-6500 transport aircraft from Canada),35,140,0
South Korea,Netherlands,1979,?,10,,DA-05,air search radar,10,,1981; 1985; 1986; 1989; 1990; 1993; 1997,New,For 9 Ulsan frigates and 1 Won San minelayer produced in South Korea,6.5,65,65
South Korea,Netherlands,1994,,3,,MW-08,air search radar,3,,1998; 1999; 2000,New,Produced under licence in South Korea; for 3 KDX-1 (Kwanggaeto the Great) frigates produced in South Korea,6,18,18
South Korea,Netherlands,1999,,3,,MW-08,air search radar,3,,2003; 2004; 2005,New,Produced in South Korea; for 3 KDX-2 frigates produced in South Korea,6,18,18
South Korea,Netherlands,2003,?,1,,MW-08,air search radar,1,,2007,New,Produced in South Korea; for 1 Dokdo (LPX) AALS produced in South Korea,6,6,6
South Korea,Netherlands,1980,?,28,,PHS-32,ASW sonar,28,,1982; 1983; 1984; 1985; 1986; 1988; 1989; 1990; 1993,New,For 24 Po Hang and 4 Dong Hae corvettes produced in South Korea,5,140,140
South Korea,Netherlands,1992,?,50,?,Reporter,air search radar,50,?,1993; 1994; 1995,New,For use with Mistral SAM,2.5,125,125
South Korea,Netherlands,2003,,1,,SMART,air search radar,1,,2007,New,For 1 Dokdo (LPX) AALS produced in South Korea,12.5,12.5,12.5
South Korea,Netherlands,1992,?,6,,STIR,fire control radar,6,,1998; 1999; 2000,New,For 3 KDX-1 (Kwanggaeto the Great) frigates produced in South Korea; STIR-180 version; incl for use with Sea Sparrow SAM,4.5,27,27
South Korea,Netherlands,1999,,6,,STIR,fire control radar,6,,2003; 2004; 2005,New,For 3 KDX-2 frigates produced in South Korea; STIR-240 version,4.5,27,27
South Korea,Netherlands,1979,?,14,,WM-20,fire control radar,14,,1981; 1982; 1983; 1984; 1985; 1986,New,For 5 Ulsan frigates; 4 Po Hang and 4 Donghae corvettes and 1 Han Kang OPV produced in South Korea; WM-28 ; WM-28/41 and WM-28/61 versions,6,84,84
South Korea,Spain,2020,,11,?,PSR-2,air search radar,0,,,New,KRW70 b ($58 m) deal; delivery planned by 2023/2024,0,0,0
South Korea,Sweden,2007,,6,,ARTHUR,artillery locating radar,6,?,2009; 2010,New,$120 m deal; produced under licence in South Korea,4,24,24
South Korea,Sweden,2011,,14,?,ARTHUR,artillery locating radar,14,?,2013; 2014; 2015,New,$70 m deal; produced under licence in South Korea,4,56,56
South Korea,Sweden,2005,,18,,CEROS-200,fire control radar,18,,2008; 2011; 2012; 2013; 2014; 2018,New,For 18 Gumdoksuri (PKX or PKG-A) FAC produced in South Korea,2.5,45,45
South Korea,United Kingdom,1985,?,5,,S-1810,air/sea search radar,5,,1989; 1990; 1993; 1997,New,For 4 Ulsan frigates and 1 Won San minelayer produced in South Korea,2.5,12.5,12.5
South Korea,United Kingdom,1983,?,25,,ST-1802,fire control radar,25,,1985; 1988; 1989; 1990; 1991; 1992; 1993; 1995; 1997,New,For 4 Ulsan frigates; 20 Po Hang corvettes and 1 Won San minelayer produced in South Korea,4.5,112.5,112.5
South Korea,United States,1989,?,10,,AAQ-13 LANTIRN,combat aircraft radar,10,?,1991; 1992,New,For F-16 combat aircraft,1,10,10
South Korea,United States,1989,?,10,,AAQ-14 LANTIRN,aircraft EO system,10,?,1991; 1992,New,For F-16 combat aircraft,1,10,10
South Korea,United States,2006,?,22,?,APG-67,combat aircraft radar,22,?,2011; 2012,New,AN/APG-67(V)4 version; for 22 T/A-50 (T-50 LIFT) trainer/combat aircraft produced in South Korea,2.5,55,55
South Korea,United States,2013,,6,,APG-78 Longbow,combat heli radar,6,?,2017,New,For 6 AH-64E combat helicopters,3,18,18
South Korea,United States,2015,?,134,?,APG-83 SABR,combat aircraft radar,85,?,2021; 2022; 2023,New,For modernization of 134 F-16 combat aircraft; delivery planned by 2028,2.5,335,212.5
South Korea,United States,2020,?,1,?,APS-153,MP aircraft radar,0,,,New,Spare for MH-60R ASW helicopters,0,0,0
South Korea,United States,1988,,12,,AQS-13F,ASW sonar,12,?,1990; 1991,New,AQS-18(V)-3 version; for 12 Super Lynx ASW helicopters from UK,1.5,18,18
South Korea,United States,1997,,13,,AQS-13F,ASW sonar,13,?,1999; 2000; 2001,New,AQS-18(V)-3 version; for 13 Super Lynx ASW helicopters from UK,1.5,19.5,19.5
South Korea,United States,1979,?,9,,DE-1167,ASW sonar,9,,1981; 1985; 1986; 1989; 1990; 1993,New,For 9 Ulsan frigates produced in South Korea,5,45,45
South Korea,United States,1979,,4,,EDO-786,ASW sonar,4,,1982; 1983,New,For 4 Donghae corvettes produced in South Korea,6,24,24
South Korea,United States,1957,?,10,?,FPS-20,air search radar,10,?,1957; 1958; 1959; 1960; 1961,New,Probably 'MAP' aid,5,50,50
South Korea,United States,1957,?,10,?,FPS-6,height-finding radar,10,?,1957; 1958; 1959; 1960; 1961,New,,3.5,35,35
South Korea,United States,1988,,3,,HCDS,coastal defence system,3,?,1989; 1990,New,,10,30,30
South Korea,United States,1986,?,10,,L-88 LASS,air search radar,10,?,1987; 1988; 1989; 1990,New,Designation uncertain,10,100,100
South Korea,United States,1984,,8,,AVQ-26 Pave Tack,aircraft EO system,8,,1987,New,$50 m deal; for F-4 combat aircraft,1,8,8
South Korea,United States,2009,?,40,?,AAQ-33 Sniper ATP,aircraft EO system,40,?,2010; 2011; 2012; 2013,New,For F-15K combat aircraft,1,40,40
South Korea,United States,2013,,50,?,AAQ-33 Sniper ATP,aircraft EO system,50,?,2015; 2016; 2017,New,For F-16C and F-15K combat aircraft,1,50,50
South Korea,United States,2002,?,9,,SPG-62,fire control radar,9,,2008; 2010; 2012,New,For 3 KDX-3 destroyers produced in South Korea,4.5,40.5,40.5
South Korea,United States,1994,,3,,SPS-49,air search radar,3,,1998; 1999; 2000,New,For 3 KDX-1 (Kwanggaeto the Great) frigates produced in South Korea; AN/SPS-49(V)5 version,5,15,15
South Korea,United States,1999,?,3,,SPS-49,air search radar,3,,2003; 2004; 2005,New,For 3 KDX-2 frigates produced in South Korea; AN/SPS-49(V)5 version,5,15,15
South Korea,United States,2002,?,3,,SPS-67,sea search radar,3,,2008; 2010; 2012,New,For 3 KDX-3 destroyers produced in South Korea,1,3,3
South Korea,United States,2002,?,3,,SPY-1D,air search radar,3,,2008; 2010; 2012,New,For 3 KDX-3 destroyers produced in South Korea,22,66,66
South Korea,United States,2016,,3,,SPY-1D,air search radar,0,,,New,For 3 KDX-3 destroyers produced in South Korea,22,66,0
South Korea,United States,2002,?,3,,SQS-53,ASW sonar,3,,2008; 2010; 2012,New,For 3 KDX-3 destroyers produced in South Korea; SQS-53C version,7.5,22.5,22.5
South Korea,United States,2002,,40,?,Tiger Eyes,aircraft EO system,40,?,2005; 2006; 2007; 2008,New,$164 m deal; for F-15K combat aircraft,3,120,120
South Korea,United States,1985,?,12,,TPQ-36 Firefinder,artillery locating radar,12,?,1985; 1986,New,,3,36,36
South Korea,United States,1992,,11,?,TPQ-36 Firefinder,artillery locating radar,11,?,1994; 1995,New,,3,33,33
South Korea,United States,1994,,4,?,TPQ-37 Firefinder,artillery locating radar,4,,1995,New,$106 m deal,8,32,32
South Korea,United States,1974,?,5,,TPS-43,air search radar,5,?,1975,New,,9,45,45
South Korea,United States,1985,?,1,,TPS-70,air search radar,1,?,1986,New,,11,11,11
South Korea,United States,1984,?,5,,TPS-77,air search radar,5,?,1985; 1986,New,,11,55,55
South Korea,United States,1990,,3,,TPS-77,air search radar,3,?,1992; 1993; 1994,New,AN/FPS-117(V)1 version,11,33,33
South Korea,United States,2000,,4,,TPS-77,air search radar,4,?,2002,New,$54 m deal (offsets incl production of components in South Korea),11,44,44
South Korea,United States,2002,,3,,TPS-77,air search radar,3,?,2004,New,$39 m deal (offsets incl production of components in South Korea),11,33,33
Kuwait,France,1985,,1,?,TRS-2100 Tiger-S,air search radar,1,?,1986,New,,4.75,4.75,4.75
Kuwait,France,1984,,6,?,TRS-2215/2230,air search radar,6,?,1985; 1986; 1987,New,Part of FFR1.2 b deal; TRS-2230 version,13.5,81,81
Kuwait,France,1995,,1,,TRS-22XX,air search radar,1,,1998,New,$54 m deal,12.5,12.5,12.5
Kuwait,Sweden,1980,,8,,9LV,fire control radar,8,,1982; 1983,New,For 2 FPB-57 and 6 TNC-45 FAC from FRG; 9LV-200 version,2.5,20,20
Kuwait,Sweden,1980,,8,,Giraffe-75,air search radar,8,,1983; 1984,New,For 2 FPB-57 and 6 TNC-45 FAC from FRG; Sea Giraffe-50HC version,4,32,32
Kuwait,Switzerland,2016,,10,?,Skyguard,fire control radar,10,?,2017; 2018; 2019; 2020,New,EUR390 m deal; for use with Skyguard AD system; recipient possibly other country,5,50,50
Kuwait,United Kingdom,1982,?,6,?,AR-3D,air search radar,6,?,1983; 1984,New,,12,72,72
Kuwait,United Kingdom,1980,?,3,?,Cymbeline,artillery locating radar,3,?,1981,New,,2.38,7.14,7.14
Kuwait,United Kingdom,1980,,2,,S-810,air/sea search radar,2,,1982; 1983,New,For 2 FPB-57 FAC from FRG,4.75,9.5,9.5
Kuwait,United Kingdom,1995,?,8,,Seaspray,MP aircraft radar,8,,1999; 2000,New,For 8 P-37BRL (Combattante-1 or Um Almaradim) FAC from France,2,16,16
Kuwait,United States,1995,?,5,?,AAQ-13 LANTIRN,combat aircraft radar,5,?,1998,New,,1,5,5
Kuwait,United States,1995,?,5,?,AAQ-14 LANTIRN,aircraft EO system,5,?,1998,New,,1,5,5
Kuwait,United States,2003,,8,,APG-78 Longbow,combat heli radar,8,?,2007,New,Part of $46 m deal; for 8 AH-64D combat helicopters,3,24,24
Kuwait,United States,2005,?,5,?,AAQ-33 Sniper ATP,aircraft EO system,5,?,2006,New,$12.5 m deal,1,5,5
Kuwait,United States,2016,?,14,,AAQ-33 Sniper ATP,aircraft EO system,14,?,2018; 2019,New,For F/A-18C combat aircraft,1,14,14
Kuwait,United States,2016,,18,,AAQ-33 Sniper ATP,aircraft EO system,11,?,2022; 2023,New,For Typhoon combat aircraft,1,18,11
Kuwait,United States,2021,?,14,?,AAQ-33 Sniper ATP,aircraft EO system,14,?,2023,New,For F/A-18E combat aircraft,1,14,14
Kuwait,United States,1975,?,2,,TPS-32,air search radar,2,?,1976; 1977,New,,12,24,24
Kuwait,United States,1988,,1,,TPS-63,air search radar,1,,1990,New,$11 m deal; LASS version (on aerostat),5,5,5
Kuwait,United States,1993,?,1,,TPS-63,air search radar,1,,1995,New,$35 m deal; LASS version (on aerostat),5,5,5
Kuwait,United States,1993,?,2,,TPS-63,air search radar,2,?,1994; 1995,New,Assembled in Egypt,5,10,10
Kuwait,United States,2003,,1,,TPS-63,air search radar,1,,2005,New,$84-113 m deal; LASS version (on aerostat),5,5,5
Kuwait,United States,1992,,1,,TPS-77,air search radar,1,,1993,New,Part of $92 m deal,11,11,11
Kuwait,United States,2022,,4,,TPS-77,air search radar,0,,,New,$85 m deal; planned delivery by 2027,11,44,0
Kyrgyzstan,Russia,2019,?,2,,P-12,air search radar,2,,2019,Second hand,Second-hand; aid; P-18 version,1.8,3.6,3.6
Laos,Soviet Union,1970,?,5,?,SON-9,fire control radar,5,?,1971,New,For use with S-60 57mm AA guns,0.6,3,3
Latvia,Norway,2023,,2,?,NSM CDS,coastal defence system,0,,,New,$105 m deal (70% financed with military aid from USA); delivery planned 2027,5,10,0
Latvia,Sweden,2022,,2,?,Giraffe-1X,air search radar,2,?,2023,New,,7.5,15,15
Latvia,Sweden,2000,?,1,?,Giraffe-40,air search radar,1,?,2001,Second hand,Second-hand; aid,1.3,1.3,1.3
Latvia,Sweden,2004,,2,?,Giraffe-40,air search radar,2,?,2006; 2007,Second hand,Second-hand; for use with RBS-70 SAM systems,1.3,2.6,2.6
Latvia,United States,2015,,4,,MPQ-64 Sentinel,air search radar,4,,2016,New,,5,20,20
Latvia,United States,2001,,1,,TPS-77,air search radar,1,,2003,New,$13 m deal (part of $30 m deal); for 'BALTNET' air surveillance network,11,11,11
Latvia,United States,2015,,3,,TPS-77,air search radar,3,?,2018; 2019,New,TPS-77 MRR version,11,33,33
Latvia,United States,2007,,2,,TPS-77,air search radar,2,?,2009; 2010,New,$44 m deal,11,22,22
Lithuania,Germany,2002,,3,,TRML-3D,air search radar,3,,2004,New,,10,30,30
Lithuania,Netherlands,2023,?,,,Ground Master-200 MM/C,artillery locating radar,0,,,New,EUR127 m deal (incl support); delivery planned from 2026,10,0,0
Lithuania,Norway,2004,,5,?,Giraffe-40,air search radar,5,?,2004; 2005,Second hand,Second-hand; part of LTL135 m ($50 m) aid,1.3,6.5,6.5
Lithuania,Poland,1996,,2,,P-10,air search radar,2,,1996,Second hand,Second-hand,1.6,3.2,3.2
Lithuania,Poland,1996,,3,,P-35 Saturn,air search radar,3,,1996,Second hand,Designation uncertain; Second-hand,2,6,6
Lithuania,Poland,1996,,2,,PRV-11,height-finding radar,2,,1996,Second hand,Designation uncertain; Second-hand,1.6,3.2,3.2
Lithuania,Sweden,2000,?,1,?,Giraffe-40,air search radar,1,?,2001,Second hand,Second-hand; aid,1.3,1.3,1.3
Lithuania,United States,2002,,2,,MPQ-64 Sentinel,air search radar,2,?,2006,New,Part of $31 m deal; for use with Stinger MANPADS,5,10,10
Lithuania,United States,2016,?,2,,MPQ-64 Sentinel,air search radar,2,?,2020; 2021,New,For 2 NASAMS SAM systems from Norway,5,10,10
Lithuania,United States,2023,,2,?,MPQ-64 Sentinel,air search radar,0,,,New,For 2 NASAMS SAM systems from Norway,5,10,0
Lithuania,United States,2023,,3,,TPS-77,air search radar,0,,,New,,11,33,0
Libya,France,1978,?,40,?,DRPT-5 Rasit,ground surv radar,40,?,1980; 1981,New,,0.1,4,4
Libya,Germany,1981,,48,,DR-151,air search radar,48,?,1983; 1984; 1985,New,,3.25,156,156
Libya,Italy,1981,?,5,,LPD-20,air search radar,5,,1983,New,Designation uncertain,4.5,22.5,22.5
Libya,United Kingdom,1979,,5,,AR-1,air search radar,5,?,1980; 1981,New,AR-15 version,4.76,23.8,23.8
Libya,Soviet Union,1988,?,0,,5N62V,fire control radar,2,?,1988; 1989,New,Part of SA-5 air defence system; replacing 2 destroyed by US attack,3.5,0,7
Libya,Soviet Union,1984,?,3,?,5N69 Salute,air search radar,3,?,1984; 1985,New,For use with 6 SA-5c SAM systems,7,21,21
Libya,Soviet Union,1974,?,7,?,P-12,air search radar,7,?,1975; 1976; 1977; 1978,New,Part of 7 2K12 Kub (SA-6a) regiments,4.5,31.5,31.5
Libya,Soviet Union,1974,,15,?,P-15,air search radar,15,?,1975,New,,4.5,67.5,67.5
Libya,Soviet Union,1974,?,7,?,P-15,air search radar,7,?,1975; 1976; 1977; 1978,New,P-19 (Flat Face-B) version; for use with 2K12 (SA-6) SAM systems,4.5,31.5,31.5
Libya,Soviet Union,1974,?,7,?,P-40,air search radar,7,?,1975; 1976; 1977; 1978,New,Part of 7 SA-6a/2K12 Kub regiments,8,56,56
Libya,Soviet Union,1974,?,7,?,PRV-9,height-finding radar,7,?,1975; 1976; 1977; 1978,New,Part of 7 SA-6a/2K12 Kub regiments,3.5,24.5,24.5
Libya,Soviet Union,1972,?,35,?,SON-9,fire control radar,35,?,1972; 1973; 1974,New,For use with 150 KS-19 100mm and 60 S-60 57mm AA guns,0.6,21,21
Libya,Soviet Union,1982,?,3,?,Rubezh/SS-C-3,coastal defence system,3,?,1983; 1984,New,No. could be 4 or more,15,45,45
North Macedonia,France,1998,?,20,,RATAC,ground surv radar,20,?,1999,Second hand,Second-hand Army; aid; designation uncertain,0.07,1.44,1.44
Malaysia,Denmark,2016,,2,,Scanter-6000,air/sea search radar,2,?,2017; 2018,New,For modernization of 2 Lekiu frigates,4.75,9.5,9.5
Malaysia,France,2004,,8,?,Damocles,aircraft EO system,8,?,2007; 2008; 2009,New,Part of EUR150m deal for avionics for Su-30MKM combat aircraft from Russia,1,8,8
Malaysia,France,2015,,1,?,Ground Master-200,air search radar,1,?,2016,New,For use with Forcefield SAM system,10,10,10
Malaysia,France,2008,,1,,Ground Master-400,air search radar,1,,2013,New,,13,13,13
Malaysia,France,2001,?,2,,Ocean Master,MP aircraft radar,2,?,2003,New,For modernization of 2 King Air B-200T MP aircraft,2.5,5,5
Malaysia,France,1992,?,2,,TSM-2633 Spherion,ASW sonar,2,,1999,New,For 2 Lekiu frigates from UK,7.5,15,15
Malaysia,Germany,1995,,2,,ASO-84,ASW sonar,2,,1997,New,For 2 Assad (Laksamana) corvettes from Italy; ASO-84-41 version,5,10,10
Malaysia,Germany,1997,,2,,ASO-84,ASW sonar,2,,1999,New,For 2 Assad (Laksamana) corvettes from Italy; ASO-84-41 version,5,10,10
Malaysia,Germany,2009,?,2,,DSQS-24,ASW sonar,2,,2013; 2014,New,,6,12,12
Malaysia,Germany,2005,,2,,TRML-3D,air search radar,2,?,2008,New,EUR18-20 m deal,10,20,20
Malaysia,Italy,2001,,1,,RAT-31DL,air search radar,1,,2003,New,$54 m deal,12.5,12.5,12.5
Malaysia,Italy,1996,,2,?,RAT-31S,air search radar,2,?,1998,New,RAT-31S/L version,12,24,24
Malaysia,Italy,2000,?,6,,TMX,fire control radar,6,,2006; 2009; 2010,New,For 6 MEKO-A100 (Kedah) OPV from FRG,4.5,27,27
Malaysia,Italy,2013,?,12,,TMX,fire control radar,0,,,New,TMX-EO Mk-2 version; for 6 Gowind-2500 frigates from France,4.5,54,0
Malaysia,South Korea,2023,,18,,EL/M-2032,combat aircraft radar,0,,,New,For 18 FA-50 combat aircraft from South Korea,2,36,0
Malaysia,Netherlands,1983,,2,,DA-05,air search radar,2,,1985; 1986,New,For 2 Musytari OPV from South Korea,6.5,13,13
Malaysia,Netherlands,1981,,2,,DA-08,air search radar,2,,1984,New,For 2 FS-1500 (Kasturi) frigates from FRG,9,18,18
Malaysia,Netherlands,1992,,2,,DA-08,air search radar,2,,1999,New,For 2 Lekiu frigates from UK,9,18,18
Malaysia,Netherlands,1966,,1,,LW-02,air search radar,1,,1971,New,For 1 Rahmat frigate; LW-03 version,7,7,7
Malaysia,Netherlands,1966,,1,,M-44,fire control radar,1,,1971,New,For 1 Rahmat frigate; for use with Seacat SAM,1.5,1.5,1.5
Malaysia,Netherlands,2009,,2,,MIRADOR,EO search/fire control,2,,2013; 2014,New,For modernization of 2 FS-1500 (Kasturi) frigates,2.5,5,5
Malaysia,Netherlands,2014,,6,,SMART,air search radar,0,,,New,Smart-S Mk-2 version; for 6 Gowind frigates from France; assembled in Malaysia,12.5,75,0
Malaysia,Netherlands,2011,?,24,,SQUIRE,ground surv radar,24,?,2017; 2018; 2019; 2020; 2021,New,For use on 24 Pars (AV-8) APC from Turkey,0.5,12,12
Malaysia,Netherlands,1981,,2,,WM-20,fire control radar,2,,1984,New,For 2 FS-1500 (Kasturi) frigates from FRG; WM-22 version,6,12,12
Malaysia,Netherlands,1966,?,1,,WM-20,fire control radar,1,,1971,New,For 1 Rahmat frigate from UK; M-22 version,6,6,6
Malaysia,Netherlands,1973,,6,,WM-20,fire control radar,6,?,1976; 1977,New,For 6 FPB-45 (Jerong) patrol craft,6,36,36
Malaysia,Russia,1999,?,17,,N019ME Topaz,combat aircraft radar,17,?,2002; 2003,New,For modernization of 17 MiG-29N combat aircraft,2,34,34
Malaysia,Sweden,1983,?,2,,9LV,fire control radar,2,?,1985; 1987,New,For 2 Musytari OPVs from FRG,2.5,5,5
Malaysia,Sweden,1983,?,2,,9LV,fire control radar,2,,1985; 1986,New,For 2 Musytari OPV from South Korea,2.5,5,5
Malaysia,Sweden,1983,?,2,,9LV,fire control radar,2,,1985; 1986,New,For 2 Musytari OPV from South Korea,2.5,5,5
Malaysia,Sweden,1999,,2,,ARTHUR,artillery locating radar,2,,2000,New,,4,8,8
Malaysia,Sweden,1984,?,10,?,BOFI-AWGS,fire control radar,10,?,1986; 1987,New,For modernization of L/70 40mm AA guns,0.5,5,5
Malaysia,Sweden,1988,?,2,?,Giraffe-40,air search radar,2,?,1989,New,For use with GDF-005 35mm and L/70 40mm AA guns,3.25,6.5,6.5
Malaysia,Sweden,1992,,2,,Sea Giraffe-150,air search radar,2,,1999,New,For 2 Lekiu frigates from UK,5,10,10
Malaysia,Switzerland,2001,,3,?,Fieldguard,fire control radar,3,?,2002,New,For use in TECTRAN fire control system for Brazilian supplied ASTROS-2 MRL,2,6,6
Malaysia,Switzerland,2007,,3,,Fieldguard-3,fire control radar,3,,2010,New,For use in TECTRAN fire control system for Brazilian supplied ASTROS-2 MRL,3,9,9
Malaysia,Switzerland,1988,,4,,Skyguard,fire control radar,4,?,1989,New,For use with GDF-005 35mm and L/70 40mm AA guns,5,20,20
Malaysia,United Kingdom,2002,,3,?,Blindfire,fire control radar,3,?,2006; 2007,New,For Jernas SAM system,2.5,7.5,7.5
Malaysia,United Kingdom,1990,,2,,Martello,air search radar,2,?,1992; 1995,New,Martello S-743D version,13,26,26
Malaysia,United Kingdom,1969,?,2,,S-600,air search radar,2,?,1971; 1972,New,'Malaysia' project; S-654 or S-605 version; incl for civilian air traffic control,5.24,10.48,10.48
Malaysia,United States,1990,,18,,APG-66,combat aircraft radar,18,,1994; 1995,New,For 18 Hawk-200 combat aircraft from UK,1.5,27,27
Malaysia,United States,2020,,3,,APS-143(V),MP aircraft radar,3,?,2022,New,APS-143C(V)3 version; for modification of 3 CN-235 transport aircraft to MP aircraft (by Indonesian company); 'MSI' aid,2.5,7.5,7.5
Malaysia,United States,2012,,6,,ASQ-228 ATFLIR,aircraft EO system,6,?,2016; 2017,New,$26 m deal; for modernization of 6 F/A-18D combat aircraft,1.1,6.6,6.6
Malaysia,United States,1982,,1,,HR-3000 HADR,air search radar,1,,1986,New,Part of 'MADGE' air surveillance network,11,11,11
Malaysia,United States,2001,?,6,,RDR-1500,MP aircraft radar,6,?,2003; 2004,New,For 6 AS-555SN helicopters from France,2.25,13.5,13.5
Malaysia,United States,2012,?,4,,RDR-1700,MP aircraft radar,4,?,2014,New,For modernization of 4 King Air-200T MP aircraft,2.5,10,10
Malaysia,United States,2021,,1,,TPS-77,air search radar,0,,,New,$25 m deal; delivery planned 2025,11,11,0
Mauritius,Israel,2004,,1,,EL/M-2022,MP aircraft radar,1,,2004,New,For 1 Do-228MP MP aircraft from India,2.5,2.5,2.5
Mauritius,Israel,2014,,1,,EL/M-2022,MP aircraft radar,1,,2016,New,For 1 Do-228 MP aircraft from India,2.5,2.5,2.5
Mauritius,United Kingdom,1989,?,1,,Super Marec,MP aircraft radar,1,,1990,New,For Do-228MP MP aircraft from India,2.5,2.5,2.5
Mexico,Canada,1985,?,9,,APS-504(V),MP aircraft radar,9,?,1986; 1987,New,For 9 C-212 MP aircraft from Spain,2.5,22.5,22.5
Mexico,France,2017,?,1,,CAPTAS-2,ASW sonar,1,?,2020,New,For 1 SIGMA-105 (Reformador) frigate from Netherlands,9,9,9
Mexico,Israel,2013,?,3,,ASIO,AGS/SIGINT system,3,?,2016,New,For 3 Citation-1 light transport aircraft from USA modified to AGS/SIGINT aircraft,7,21,21
Mexico,Italy,2001,?,4,,Orion RTN-25X,fire control radar,4,,2003; 2011; 2012,New,For 4 Oaxaca OPV produced in Mexico,2.5,10,10
Mexico,Sweden,2001,,1,,Erieye,AEW radar,1,,2004,New,Part of $230-250 m deal; for 1 EMB-145 AEW&C aircraft from Brazil,30,30,30
Mexico,United States,2008,,2,,APS-143(V),MP aircraft radar,2,,2010,New,For 2 CN-235MP MP aircraft from Spain,2.5,5,5
