Recipient,Supplier,Year of order, ,Number ordered, ,Weapon designation,Weapon description,Number delivered, ,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
Denmark,Sweden,1997,,8,,ARTHUR,artillery locating radar,8,?,1999; 2000; 2001,New,$40 m deal,4,32,32
Denmark,Sweden,2004,?,2,?,CEROS-200,fire control radar,2,?,2004; 2005,New,For 2 Absalon (FSS) frigates/support ships produced in Denmark; incl for use with RIM-162 ESSM SAM and Millennium CIWS,2.5,5,5
Denmark,Sweden,2006,?,3,,CEROS-200,fire control radar,3,,2012; 2014,New,For 3 Huitfeldt (PS) frigates produced in Denmark,2.5,7.5,7.5
Denmark,Sweden,1985,?,18,,CTS-36/39,ASW sonar,18,?,1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996,New,For 14 Flyvefisken FAC/patrol craft/MCM ships and possibly on 4 Thetis frigates produced in Denmark,1.5,27,27
Denmark,Switzerland,1963,?,60,?,Super-Fledermaus,fire control radar,60,?,1964; 1965,New,For use with L/60 and L/70 40mm anti-aircraft guns,3.5,210,210
Denmark,United Kingdom,1960,?,4,,AWS-2,air search radar,4,?,1963; 1964,New,For 4 Falster Class minelayers,4.76,19.04,19.04
Denmark,United Kingdom,1975,?,3,,AWS-5,air/sea search radar,3,,1980; 1981; 1982,New,For 3 Niels Juel corvettes produced in Denmark,6,18,18
Denmark,United Kingdom,1982,,12,,AWS-6 Dolphin,air/sea search radar,12,?,1989; 1990; 1991; 1992; 1993,New,For 4 Thetis frigates and 7 Flyvefisken FAC/MCM ships produced in Denmark and for modernization of 1 Beskytteren OPV,6,72,72
Denmark,United Kingdom,1975,?,5,,Cymbeline,artillery locating radar,5,?,1976,New,,2.38,11.9,11.9
Denmark,United Kingdom,1963,?,8,,Green Archer,artillery locating radar,8,,1964,New,Fitted in Denmark on M-113 APC,3,24,24
Denmark,United Kingdom,1984,?,6,,Martello,air search radar,6,?,1985; 1986; 1989,New,Martello S-723 version,13,78,78
Denmark,United Kingdom,1982,?,2,,Martello,air search radar,2,?,1983; 1984,New,Martello S-713 version,13,26,26
Denmark,United Kingdom,1975,?,3,,PMS-26,ASW sonar,3,,1980; 1981; 1982,New,For 3 Niels Juel corvettes produced in Denmark,4,12,12
Denmark,United States,1999,,13,,AAQ-14 LANTIRN,aircraft EO system,13,?,2001; 2002,New,For modernized F-16 combat aircraft,1,13,13
Denmark,United States,2006,,3,,AAQ-14 LANTIRN,aircraft EO system,3,,2008,New,Part of $20 m deal; LANTIRN-ER version,1,3,3
Denmark,United States,1993,,61,?,APG-66,combat aircraft radar,61,?,1995; 1996; 1997; 1998; 1999; 2000; 2001,New,For 'Mid-Life Update' (MLU) modernization of 61 F-16A combat aircraft to F-16AM (F-16C) version,1.5,91.5,91.5
Denmark,United States,2002,,3,,APS-143(V),MP aircraft radar,3,?,2003; 2004,New,For 3 Challenger-604 MP aircraft from Canada,2.5,7.5,7.5
Denmark,United States,1979,,2,,Cardion DCR,sea search radar,2,?,1988,New,,2.5,5,5
Denmark,United States,1975,?,6,,Mk-95,fire control radar,6,,1980; 1981; 1982,New,For use with Seasparrow SAM on 3 Niels Juel corvettes,3.5,21,21
Denmark,United States,2005,,2,,TPS-77,air search radar,2,,2007,New,$40 m deal,11,22,22
Dominican Republic,Israel,2010,?,1,,EL/M-2082,air search radar,1,?,2010,New,,15,15,15
Dominican Republic,Israel,2010,?,3,?,EL/M-2106NG,air search radar,3,?,2010; 2011,New,$35 m deal,6,18,18
DR Congo,France,1980,,4,,TRS-2100 Tiger-S,air search radar,4,?,1981; 1982; 1983,New,,4.75,19,19
Ecuador,China,2009,,1,?,YLC-18,air search radar,1,,2010,Second hand,Probably second-hand; loan as interim until delivery and integration of new YLC-2 and YLC-18 radars but new radar cancelled 2013,3,3,3
Ecuador,China,2009,,1,,YLC-2,air search radar,1,,2010,Second hand,Probably second-hand; loan as interim until delivery and integration of new YLC-2 and YLC-18 radars but new radar cancelled 2013,4.8,4.8,4.8
Ecuador,France,1979,?,6,,Diodion,ASW sonar,6,,1982; 1983; 1984,New,For 6 Esmeraldas corvettes from Italy,5,30,30
Ecuador,France,1974,?,3,,Pollux,fire control radar,3,,1976; 1977,New,For 3 TNC-45 (Quito) FAC from FRG,2.5,7.5,7.5
Ecuador,France,1979,?,3,,Pollux,fire control radar,3,,1980,New,For modernization of 3 TNC-36 (Manta) FAC,2.5,7.5,7.5
Ecuador,France,1975,?,4,,RATAC,ground surv radar,4,?,1976,New,For 4 VTT/RATAC APCs,0.18,0.72,0.72
Ecuador,France,2008,,2,,S-CUBE,submarine sonar,2,,2012; 2014,New,For modernization of 2 Type-209 submarines,5,10,10
Ecuador,France,1974,?,3,,Triton,air search radar,3,,1976; 1977,New,For 3 TNC-45 (Quito) FAC from FRG,2,6,6
Ecuador,Israel,2000,?,7,?,EL/M-2032,combat aircraft radar,7,?,2004; 2005,New,For modernization of Kfir combat aircraft,2,14,14
Ecuador,Italy,2020,?,1,,SEADAR,sea search radar,0,,,New,For 1 MPV70 Mk-2 OPV/transport ship from Germany,0,0,0
Ecuador,Spain,2015,,4,,Lanza-LTR,air search radar,4,?,2015; 2016,New,$88 m deal; LTR-20 version,13,52,52
Ecuador,Spain,2023,,1,,Lanza-LTR,air search radar,0,,,New,$24 m deal: LTR-25 version; delivery planned 2024/2025,13,13,0
Ecuador,Switzerland,1980,?,12,,Skyguard,fire control radar,12,?,1980; 1981,New,For use with GDF-002 35mm AA guns,5,60,60
Ecuador,United Kingdom,1980,?,2,,AR-3D,air search radar,2,?,1982,New,,12,24,24
Ecuador,United Kingdom,2010,,4,,Seaspray,MP aircraft radar,4,?,2011; 2012,New,For modernization of 1 CN-235MP MP aircraft and modification of 1 CN-235 transport aircraft to CN-235MP MP aircraft and 2 King Air light transport aircraft to MP aircraft,2,8,8
Ecuador,United States,1994,?,2,?,TPS-70,air search radar,2,?,1995,New,,11,22,22
Egypt,China,1983,?,1,?,JLG-43,height-finding radar,1,?,1985,New,,3.5,3.5,3.5
Egypt,China,1983,?,1,?,JLP-40,air search radar,1,?,1985,New,Designation uncertain,3.57,3.57,3.57
Egypt,China,1992,?,1,?,JY-9,air search radar,1,?,1993,New,,7.5,7.5,7.5
Egypt,France,1983,?,20,?,ATLIS,aircraft EO system,20,?,1986; 1987,New,For Mirage-2000 combat aircraft,1,20,20
Egypt,France,2020,,2,,BlueMaster,ASW sonar,2,,2020; 2021,New,For 2 FREMM frigates from Italy,10,20,20
Egypt,France,2006,?,3,,MRR-3D,air search radar,3,,2013; 2015,New,For 3 Ambassador-4 corvettes from USA; possibly from US production line,10,30,30
Egypt,France,2010,?,1,,MRR-3D,air search radar,1,,2015,New,For 1 Ambassador-4 corvette from USA,10,10,10
Egypt,France,1978,,6,?,Otomat/Erato,coastal defence system,6,?,1980; 1981,New,,15,90,90
Egypt,France,1988,,20,?,RA-20S,air search radar,20,?,1989; 1990,New,For use on Sinai-23 AAV(G/M); no. delivered could be up to 100,3.25,65,65
Egypt,France,1982,,60,,DRPT-5 Rasit,ground surv radar,60,?,1985; 1986; 1987; 1988; 1989,New,,0.1,6,6
Egypt,France,2015,,12,?,TALIOS,aircraft EO system,12,?,2016; 2017; 2018,New,For Rafale combat aircraft,1,12,12
Egypt,France,1979,,12,,TRS-2100 Tiger-S,air search radar,12,,1980; 1981,New,,4.75,57,57
Egypt,Montenegro,2005,?,7,?,Rubezh/SS-C-3,coastal defence system,7,?,2006; 2007,Second hand,Second-hand,6,42,42
Egypt,Netherlands,1982,,2,,DA-05,air search radar,2,,1984,New,For 2 Descubierta Class frigates,6.5,13,13
Egypt,Netherlands,2019,,4,,MIRADOR,EO search/fire control,3,,2022; 2023,New,For 4 MEKO-A200 frigates,2.5,10,7.5
Egypt,Netherlands,2019,,4,,NS-100,air/sea search radar,3,,2022; 2023,New,For 4 MEKO-200 frigates from Germany,8,32,24
Egypt,Netherlands,2014,?,4,,SMART,air search radar,4,?,2017; 2021; 2022; 2023,New,SMART-S Mk-2 version; for 4 Gowind frigates from France,12.5,50,50
Egypt,Netherlands,2017,,1,,SMART,air search radar,1,?,2018,New,For modernisation of Perry frigate,12.5,12.5,12.5
Egypt,Netherlands,2006,?,3,,STING,fire control radar,3,,2013; 2015,New,For 3 Ambassador-4 corvettes from USA,4.75,14.25,14.25
Egypt,Netherlands,2010,?,1,,STING,fire control radar,1,,2015,New,For 1 Ambassador-4 corvette from USA,4.75,4.75,4.75
Egypt,Netherlands,2014,?,4,,STING,fire control radar,4,?,2017; 2021; 2022; 2023,New,For 4 Gowind frigates from France,4.75,19,19
Egypt,Netherlands,2019,,4,,STING,fire control radar,3,,2022; 2023,New,STIR 1.2 EO Mk2 version; for 4 MEKO-A200 frigates,4.75,19,14.25
Egypt,Netherlands,1982,,2,,WM-20,fire control radar,2,,1984,New,For 2 Descubierta frigates from Spain,6,12,12
Egypt,Russia,1992,?,1,?,P-12,air search radar,1,?,1994,New,P-18 (Spoon Rest-B) version,4.5,4.5,4.5
Egypt,Russia,2015,?,1,?,59N6 Protivnik-GE,air search radar,1,?,2016,New,,13,13,13
Egypt,United Kingdom,1979,?,3,,AR-3D,air search radar,3,?,1981,New,,12,36,36
Egypt,United Kingdom,1976,?,20,?,Cymbeline,artillery locating radar,20,?,1977; 1978; 1979,New,,2.38,47.6,47.6
Egypt,United States,2000,,15,,AAQ-13 LANTIRN,combat aircraft radar,15,?,2001,New,Part $71 m deal; for F-16 combat aircraft,1,15,15
Egypt,United States,1994,?,24,,AAQ-13 LANTIRN,combat aircraft radar,24,?,1996; 1997,New,Part of $196 m deal,1,24,24
Egypt,United States,1989,,12,,AAQ-14 LANTIRN,aircraft EO system,12,?,1991; 1992,New,For F-16C combat aircraft; AAQ-19 Sharpshooter version,1,12,12
Egypt,United States,2000,,15,,AAQ-14 LANTIRN,aircraft EO system,15,?,2001,New,Part of $71 m deal; AAQ-19 Sharpshooter version; for F-16 combat aircraft,1,15,15
Egypt,United States,1994,?,24,,AAQ-14 LANTIRN,aircraft EO system,24,?,1996; 1997,New,Part of $196 m deal; Sharpshooter version,1,24,24
Egypt,United States,2016,,62,,AAQ-14 LANTIRN,aircraft EO system,62,?,2018; 2019,Second hand,Second-hand,0.4,24.8,24.8
Egypt,United States,1989,,12,,AAQ-20 Pathfinder,aircraft EO system,12,?,1991; 1992,New,For F-16C combat aircraft,0.3,3.6,3.6
Egypt,United States,1999,,5,,APS-145,AEW radar,5,?,2005; 2006; 2007; 2008,New,Part of $138 m deal (not incl $36 m for installation); for modernization of 5 E-2C AEW&C aircraft to Hawkeye-2000,16,80,80
Egypt,United States,2010,,1,,DB-110,aircraft recce system,1,?,2013,New,$11 m deal; for use on F-16C Block-52 combat aircraft,4,4,4
Egypt,United States,1983,,2,,DE-1167,ASW sonar,2,,1984,New,For 2 Decsubierta (El Suez) frigates from Spain,5,10,10
Egypt,United States,2010,,2,?,LFATS,ASW sonar,2,?,2013,New,$25 m deal; for modernization of frigates,7.5,15,15
Egypt,United States,2022,,,,MBSS-1300,ground/sea search radar,0,,,New,$94 m deal; delivery planned by 2027,0,0,0
Egypt,United States,2017,,8,,MPQ-64 Sentinel,air search radar,8,?,2019; 2020; 2021,New,,5,40,40
Egypt,United States,2011,,12,?,AAQ-33 Sniper ATP,aircraft EO system,12,?,2013; 2015,New,For F-16C Block-50 combat aircraft,1,12,12
Egypt,United States,2001,,6,,SPS-48E LBR,air search radar,6,?,2005; 2006,New,$143 m deal; SPS-48E version,15,90,90
Egypt,United States,2000,,6,,TPQ-36 Firefinder,artillery locating radar,6,?,2002; 2003,New,$27 m deal (part of $50 m deal); AN/TPQ-36(V)9 version,3,18,18
Egypt,United States,1986,,2,?,TPQ-37 Firefinder,artillery locating radar,2,?,1988,New,,8,16,16
Egypt,United States,1978,?,2,?,TPS-43,air search radar,2,?,1980,New,,9,18,18
Egypt,United States,1984,,4,,TPS-59,air search radar,4,?,1985; 1986; 1987; 1988,New,$21 m deal; AN/TPS-53(V)2 version,15,60,60
Egypt,United States,1994,,1,,TPS-59,air search radar,1,,1995,New,AN/TPS-53(V)2 version,15,15,15
Egypt,United States,1989,?,9,,TPS-59,air search radar,9,?,1991,New,AN/TPS-54M/34 version,15,135,135
Egypt,United States,1999,,5,,TPS-59,air search radar,5,?,2002; 2003,New,$59 m deal; Egyptian AN/TPS-59M/34 rebuilt to AN/TPS-59(V)3,15,75,75
Egypt,United States,1981,,8,?,TPS-63,air search radar,8,?,1982; 1983; 1984,New,,5,40,40
Egypt,United States,1985,,34,,TPS-63,air search radar,34,?,1987; 1988; 1989; 1990; 1991; 1992,New,$190 m deal; assembled from kits in Egypt,5,170,170
Egypt,United States,1984,,8,,TPS-63,air search radar,8,?,1985; 1986; 1987,New,,5,40,40
Egypt,United States,1983,?,7,,Trackstar,air search radar,7,,1988,New,Deal worth $38 m; fitted on M-577A2 APC/CPs; for use with Chaparral SAM system,4.76,33.32,33.32
Egypt,United States,1990,,7,?,Trackstar,air search radar,7,?,1992; 1993; 1994,New,Deal worth $220 m incl 432 MIM-72H missiles; 25 Chaparral launchers and 7 M-577A2 APC/CPs; fitted on M-577A2 APC/CPs,4.76,33.32,33.32
Egypt,Soviet Union,1960,?,63,?,Burun,fire control radar,63,?,1961; 1962; 1963; 1964,New,For use with SM-4-1 130mm guns,2,126,126
Egypt,Soviet Union,1955,,2,?,P-10,air search radar,2,?,1956,New,,4,8,8
Egypt,Soviet Union,1970,,10,?,P-12,air search radar,10,,1971; 1972,New,For use with SA-3 SAM systems,4.5,45,45
Egypt,Soviet Union,1968,,20,,P-12,air search radar,20,?,1969; 1970,New,For use with SA-2 SAM systems,4.5,90,90
Egypt,Soviet Union,1965,,18,?,P-12,air search radar,18,?,1966; 1967,New,For use with SA-2 SAM systems,4.5,81,81
Egypt,Soviet Union,1971,,1,,P-12,air search radar,1,,1972,New,For 1 regiment of 6 SA-6 SAM systems,4.5,4.5,4.5
Egypt,Soviet Union,1972,,1,,P-12,air search radar,1,,1972,New,For 1 regiment of 6 SA-6 SAM systems,4.5,4.5,4.5
Egypt,Soviet Union,1973,,1,,P-12,air search radar,1,,1973,New,For 1 regiment of 6 SA-6 SAM systems,4.5,4.5,4.5
Egypt,Soviet Union,1967,?,10,?,P-14,air search radar,10,?,1969,New,,7,70,70
Egypt,Soviet Union,1968,,20,?,P-15,air search radar,20,?,1969; 1970,New,,4.5,90,90
Egypt,Soviet Union,1970,,10,,P-15,air search radar,10,,1971; 1972,New,,4.5,45,45
Egypt,Soviet Union,1965,,18,?,P-15,air search radar,18,?,1966; 1967,New,For use with SA-2 SAM systems,4.5,81,81
Egypt,Soviet Union,1955,,2,?,P-20 Periskop,air search radar,2,?,1956,New,,5,10,10
Egypt,Soviet Union,1972,,6,?,P-40,air search radar,6,?,1972,New,For 6 SA-6 SAM systems,8,48,48
Egypt,Soviet Union,1971,,6,?,P-40,air search radar,6,?,1972,New,For 6 SA-6 SAM systems,8,48,48
Egypt,Soviet Union,1973,,6,?,P-40,air search radar,6,?,1973,New,For 6 SA-6 SAM systems,8,48,48
Egypt,Soviet Union,1970,,10,,PRV-11,height-finding radar,10,,1971; 1972,New,,4,40,40
Egypt,Soviet Union,1968,,20,,PRV-11,height-finding radar,20,?,1969; 1970,New,,4,80,80
Egypt,Soviet Union,1965,,18,,PRV-11,height-finding radar,18,?,1966; 1967,New,,4,72,72
Egypt,Soviet Union,1972,,1,,PRV-9,height-finding radar,1,,1972,New,For 1 regiment of 6 SA-6 SAM systems,3.5,3.5,3.5
Egypt,Soviet Union,1971,,1,?,PRV-9,height-finding radar,1,,1972,New,For 1 regiment of 6 SA-6 SAM systems,3.5,3.5,3.5
Egypt,Soviet Union,1973,,1,,PRV-9,height-finding radar,1,,1973,New,For 1 regiment of 6 SA-6 SAM systems,3.5,3.5,3.5
Egypt,Soviet Union,1963,?,4,,S-2 Sopka,coastal defence system,4,?,1963; 1964,New,,15,60,60
Egypt,Soviet Union,1960,,50,?,SON-9,fire control radar,50,?,1960; 1961; 1962; 1963,New,For use with 300 KS-19 100mm AA guns,0.6,30,30
Egypt,Soviet Union,1960,,50,?,SON-9,fire control radar,50,?,1960; 1961; 1962; 1963,New,For use with S-60 57mm AA guns,0.6,30,30
Egypt,Soviet Union,1955,?,70,?,SON-9,fire control radar,70,?,1955; 1956,New,For use with KS-18 85mm AA guns; status uncertain,0.6,42,42
Eritrea,Ukraine,1999,?,1,?,P-14,air search radar,1,?,1999,Second hand,Second-hand; illegal export,2.8,2.8,2.8
Estonia,Czechia,2005,,1,,VERA-E,air search system,1,,2005,New,CZK100 m ($4 m) deal,12,12,12
Estonia,France,2009,,2,,Ground Master-400,air search radar,2,,2013; 2015,New,EUR28 m 'MRR-2010' project (part of EUR200 m deal incl 12 for Finland); GM-403 version; for 'BALTNET' air surveillance network,13,26,26
Estonia,France,2023,,2,,Ground Master-400,air search radar,0,,,New,Part of 'MRR-2023' project; Ground Master-400 Alpha version,13,26,0
Estonia,France,1996,,21,?,DRPT-5 Rasit,ground surv radar,21,?,1998; 1999,New,,0.1,2.1,2.1
Estonia,Israel,2021,,,,Blue Spear CDS,coastal defence system,0,,,New,Delivery planned 2024,0,0,0
Estonia,Sweden,2007,,4,?,Giraffe AMB,air search radar,4,?,2008; 2009; 2010,New,Part of EUR60 m deal; for use with Mistral SAM,7.5,30,30
Estonia,United States,2001,,1,,TPS-77,air search radar,1,,2003,New,$12 m deal (part of $30 m deal); for 'BALTNET' air surveillance network,11,11,11
Ethiopia,Ukraine,2000,?,3,,Kolchuga,air search system,3,,2000,New,,9,27,27
Ethiopia,Ukraine,2015,?,8,,ST-68,air search radar,8,?,2016; 2017,New,,12.5,100,100
Ethiopia,Soviet Union,1977,?,20,?,SON-9,fire control radar,20,?,1977; 1978; 1979; 1980,New,For use with S-60 57mm AA guns,0.6,12,12
Finland,France,2000,?,4,,EOMS,Naval EO system,4,?,2003; 2005; 2006,New,For 4 Hamina FAC produced in Finland,2.5,10,10
Finland,France,2009,,12,,Ground Master-400,air search radar,12,?,2013; 2014; 2015,New,Part of EUR200 m deal (incl 2 more for Estonia); Ground Master-403 version; Finnish designation KEVA-2010,13,156,156
Finland,France,1990,,22,,TRS-2215/2230,air search radar,22,?,1992; 1993; 1994,New,,13.5,297,297
Finland,France,1992,?,5,,TRS-22XX,air search radar,5,?,1994; 1995,New,,12.5,62.5,62.5
Finland,Germany,2002,,3,,TRS-3D,air/sea search radar,3,,2003; 2005; 2006,New,TRS-3D/16 version for 3 Hamina FAC produced in Finland,10,30,30
Finland,Germany,1996,?,1,,TRS-3D,air/sea search radar,1,,1998,New,TRS-3D/16 version for 1 Hamina FAC produced in Finland,10,10,10
Finland,Germany,2006,?,2,,TRS-3D,air/sea search radar,2,,2007,New,TRS-3D/16 version for modernization of 2 Hämeenmaa minelayers,10,20,20
Finland,Israel,2008,,10,,Litening,aircraft EO system,10,?,2008; 2009,New,$30 m deal; Litening AT version; for F/A-18C combat aircraft; ordered via USA; from US production line,1,10,10
Finland,Israel,2019,,,,EL/M-2311 C-MMR,air search radar,0,,,New,,15,0,0
Finland,Netherlands,1977,?,1,,DA-05,air search radar,1,,1979,New,For 1 Pohjanmaa minelayer produced in Finland,6.5,6.5,6.5
Finland,Netherlands,1967,?,2,,WM-20,fire control radar,2,?,1968,New,For 2 Turunmaa corvettes produced in Finland; M-22 version,6,12,12
Finland,Norway,1989,?,2,,SS-304,ASW sonar,2,,1992,New,For 2 Hämeenmaa minelayers produced in Finland,3.5,7,7
Finland,Norway,2006,?,6,,ST-2400,ASW sonar,6,?,2007; 2013; 2014,New,For modernization of 4 Rauma FAC and 2 Hämeenmaa minelayers,1.5,9,9
Finland,Norway,2018,,4,,ST-2400,ASW sonar,4,,2020; 2021; 2022,New,For modernization of 4 Hamina FAC,1.5,6,6
Finland,Norway,1996,?,4,,ST-570 Toadfish,ASW sonar,4,,1998; 2005; 2006,New,For 4 Hamina FAC produced in Finland,1.5,6,6
Finland,Sweden,1987,?,4,,9LV,fire control radar,4,,1990; 1991; 1992,New,For 4 Rauma FAC produced in Finland; 9LV-225 version,2.5,10,10
Finland,Sweden,1997,?,2,,9LV,fire control radar,2,,1998; 2003,New,For 2 Hamina FAC produced in Finland; 9LV-225 version,2.5,5,5
Finland,Sweden,2006,?,4,,9LV,fire control radar,4,?,2013; 2014,New,9LV-225 version; for modernization of 4 Rauma FAC,2.5,10,10
Finland,Sweden,2003,,4,,CEROS-200,fire control radar,4,?,2004; 2005; 2006,New,SEK85 m ($10 m) deal; for 4 Hamina FAC produced in Finland,2.5,10,10
Finland,Sweden,2019,,4,,CEROS-200,fire control radar,0,,,New,Part of EUR412m deal; for 4 Pohjanmaa frigates produced in Finland,2.5,10,0
Finland,Sweden,1992,,4,,Giraffe-100,air search radar,4,?,1993; 1994; 1995; 1996,New,,5,20,20
Finland,Sweden,2019,,4,,Giraffe-1X,air search radar,0,,,New,Part of EUR412m deal; for 4 Pohjanmaa frigates produced in Finland,7.5,30,0
Finland,Sweden,1987,?,15,?,Giraffe-40,air search radar,15,?,1988,New,Fitted in Finland on XA-180 APC,3.25,48.75,48.75
Finland,Sweden,1984,,5,?,Giraffe-40,air search radar,5,?,1985; 1986,New,SEK65 m deal (incl production in Finland),3.25,16.25,16.25
Finland,Sweden,2019,,4,,Giraffe-4A,air search radar,0,,,New,Part of EUR412m deal; for 4 Pohjanmaa frigates produced in Finland,12.5,50,0
Finland,Sweden,2006,?,4,,Giraffe-75,air search radar,4,?,2013; 2014,New,Sea Giraffe version; for modernisation of 4 Rauma FAC,4,16,16
Finland,Sweden,2002,,16,?,HARD,air search radar,16,?,2006; 2007,New,Part of $120 m deal; Improved HARD version; for ASRAD-R SAM systems from FRG,2.5,40,40
Finland,Sweden,1988,,2,?,RBS-15K CDS,coastal defence system,2,,1988,New,$50 m deal (offsets 100%),15,30,30
Finland,Switzerland,1958,?,8,?,Super-Fledermaus,fire control radar,8,?,1962; 1963; 1964,New,For use with GDF-001 35mm anti-aircraft guns,3.5,28,28
Finland,United Kingdom,1973,?,5,?,Cymbeline,artillery locating radar,5,?,1974; 1975,New,,2.38,11.9,11.9
Finland,United Kingdom,1996,?,5,?,MSTAR,ground surv radar,5,?,1997,New,,0.5,2.5,2.5
Finland,United Kingdom,1983,,3,,Watchman,air search radar,3,?,1985; 1986,New,GBP4 m deal; incl for civilian air traffic control,5,15,15
Finland,United Kingdom,1988,,4,,Watchman,air search radar,4,?,1989; 1990,New,,5,20,20
Finland,United States,2010,,1,,Dragon Shield,SIGINT system,1,,2018,New,$100 m deal (incl production of components in Finland); for modification of 1 C295 transport aircraft to SIGINT aircraft,25,25,25
Finland,United States,2009,,12,,MPQ-64 Sentinel,air search radar,12,?,2013; 2014; 2015,New,MPQ-64F2 version for NASAMS-2 SAM systems from Norway,5,60,60
Finland,United States,1956,?,1,?,TPS-1,air search radar,1,?,1957,New,,2.5,2.5,2.5
France,Denmark,2011,?,1,,Scanter-4100,air/sea search radar,1,,2011,New,For 1 Gowind (L'Adroit) OPV produced in FRA; Scanter-4102 version,4.75,4.75,4.75
France,Denmark,2011,?,1,,Scanter-6000,air/sea search radar,1,,2011,New,For 1 Gowind (L'Adroit) OPV produced in FRA; Scanter-6002 version,4.75,4.75,4.75
France,Italy,1990,?,28,,Argos-45,air search radar,28,?,1991; 1992; 1993,New,,4.76,133.28,133.28
France,Italy,2000,?,2,,EMPAR,multi-function radar,2,?,2009,New,For 2 Forbin (Horizon) destroyers produced in France,30,60,60
France,Italy,2000,?,2,,Orion RTN-25X,fire control radar,2,?,2010,New,For 2 Forbin (Horizon) destroyers produced in France,2.5,5,5
France,Netherlands,2010,?,3,,SMART,air search radar,3,,2012; 2015; 2018,New,Smart-S Mk-2 version; for modernization of 2 Cassard frigates and 1 De Gaulle aircraft carrier,12.5,37.5,37.5
France,Netherlands,2001,?,2,,SMART-L,air/sea search radar,2,?,2010,New,S-1850M version; for 2 Forbin (Horizon) destroyers produced in France; French designation DRBV-27 Astral,15,30,30
France,Netherlands,2017,?,5,,STIR,fire control radar,0,,,New,STIR-1.2 EO Mk-2 version; for 5 FTI frigates produced in France,4.5,22.5,0
France,Netherlands,2018,?,2,,STIR,fire control radar,2,,2021; 2022,New,STIR-EO Mk-2 version; for 2 Aquitaine (FREMM) frigates produced in France,4.5,9,9
France,Sweden,2001,,4,,Giraffe AMB,air search radar,4,?,2003; 2004,New,$34 m deal,7.5,30,30
France,United States,1953,?,25,?,APQ-65,combat aircraft radar,25,?,1954; 1955,New,For 25 Sea Venom FAW-20 (Aquilon-202) combat aircraft from UK (produced under licence in France),0.5,12.5,12.5
France,United States,1954,?,40,?,APQ-94,combat aircraft radar,40,?,1955; 1956,New,For 40 Sea Venom FAW-20 (Aquilon-203) combat aircraft from UK (produced under licence in France),0.75,30,30
France,United States,1962,?,4,,SPS-39,air search radar,4,?,1964; 1965,New,For modernization of 4 Surcouf (Type-47) destroyers; AN/SPS-39A version,6.5,26,26
France,United States,1968,?,4,,SPS-39,air search radar,4,?,1968,New,For modernization of 4 Surcouf (Type-47) destroyers; AN/SPS-39B version,6.5,26,26
France,United States,1953,,50,?,TPS-1,air search radar,50,?,1954; 1955; 1956; 1957,New,,2.5,125,125
Germany,France,2022,,31,?,FLASH,ASW sonar,0,,,New,For NH-90 NFH Sea Tiger ASW helicopters,2,62,0
Germany,France,2010,,6,,Ground Master-400,air search radar,6,?,2013; 2014; 2015,New,EUR100 m 'ARED' programme; GM-406F version; incl production of components in Germany,13,78,78
Germany,France,2013,,18,?,Ocean Master,MP aircraft radar,18,?,2019; 2021; 2022,New,For 18 NH-90 ASW helicopters produced in FRG,2.5,45,45
Germany,France,1969,?,6,,Palmier,air search radar,6,?,1971; 1972,New,MPR version,12.5,75,75
Germany,France,1979,?,110,?,DRPT-5 Rasit,ground surv radar,110,?,1980; 1981; 1982; 1983; 1984; 1985,New,,0.1,11,11
Germany,France,1970,?,77,?,RATAC,ground surv radar,77,?,1970; 1971; 1972; 1973; 1974; 1975,New,,0.18,13.86,13.86
Germany,Israel,2000,?,20,?,Litening,aircraft EO system,20,?,2003; 2004; 2005; 2006,New,For Tornado combat aircraft,1,20,20
Germany,Israel,2009,,1,?,RecceLite,aircraft recce system,1,?,2009,New,For Tornado combat aircraft; for use in Afghanistan,4,4,4
Germany,Italy,1991,,1,?,Argos-73,air/sea search radar,1,?,1993,New,,5,5,5
Germany,Italy,2005,,2,,RAT-31DL,air search radar,2,?,2010,New,RAT-31DL/M version,12.5,25,25
Germany,Italy,2023,,1,,RAT-31DL,air search radar,0,,,New,RAT-31DL/M version,12.5,12.5,0
Germany,Netherlands,1997,?,3,,APAR,multi-function radar,3,,2004; 2005,New,For 3 Sachsen (F-124/Type-124) frigates produced in FRG; incl production of components in FRG,30,90,90
Germany,Netherlands,2020,?,4,,APAR,multi-function radar,0,,,New,Part of EUR1.5 b deal for combat and radar systems for 4 MKS-180 frigates produced in Germany; APAR-BI2 version,30,120,0
Germany,Netherlands,1959,,31,,DA-02,air search radar,31,?,1959; 1960; 1961; 1962; 1963; 1964; 1965; 1968,New,For 4 Hamburg destroyers; 6 Köln frigates; 1 Deutschland training ship and 11 Rhein and Isar support ships produced in FRG; 6 land-based stations and modernization of 3 Scheer frigates,4,124,124
Germany,Netherlands,1986,,2,,DA-08,air search radar,2,?,1989; 1990,New,For 2 Bremen (Type-122) frigates produced in FRG,9,18,18
Germany,Netherlands,1976,,6,,DA-08,air search radar,6,?,1982; 1983; 1984,New,For 6 Bremen (Type-122) frigates produced in FRG,9,54,54
