Recipient,Supplier,Year of order, ,Number ordered, ,Weapon designation,Weapon description,Number delivered, ,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
Greece,United States,2002,,2,,Mk-15 Phalanx,naval gun,2,?,2004,Second hand,Second-hand; Phalanx Block-1A version,2.8,5.6,5.6
India,Israel,2004,?,2,,Barak-1 VLS,naval SAM system,2,?,2004; 2005,New,$58 m or $100 m deal; for modernization of 2 Godavari (Project-16) frigates,20,40,40
India,Israel,2000,,7,?,Barak-1 VLS,naval SAM system,7,?,2002; 2003; 2004; 2005,New,INR11.6b ($250 m) deal; for modernization of 1 Viraat aircraft carrier; 2 Kashin (Project-61 or Rajput) destroyers and 1 Godavari (Project-16) frigate and for 3 Brahmaputra (Project-16A) frigates produced in India,20,140,140
India,Israel,2003,?,3,,Barak-1 VLS,naval SAM system,3,?,2005; 2006,New,For modernization of 3 Delhi (Project-15) destroyers (replacing cancelled Trishul),20,60,60
India,Israel,2007,?,3,,Barak-1 VLS,naval SAM system,3,,2010; 2011; 2012,New,For 3 Shivalik (Project-17) frigates produced in India,20,60,60
India,Israel,2019,?,4,,Barak-MX,naval SAM system,3,,2021; 2022; 2023,New,For 4 Visakhapatnam (Project-15B) destroyers produced in India; produced under licence in India,15,60,45
India,Israel,2009,?,5,?,Barak-MX,naval SAM system,3,,2014; 2015; 2016,New,For 3 Kolkata (Project-15A) destroyers and 1 Vikrant (IAC) aircraft carrier produced in India and for modernization of 1 Vikramaditya (Gorshkov) aircraft carrier,15,75,45
India,Israel,2012,?,7,,Barak-MX,naval SAM system,0,,,New,For 7 Project-17A frigates produced in India,15,105,0
India,Italy,2022,?,13,?,127/64LW 127mm,naval gun,0,,,New,For 7 Project-17A (Nilgiri) frigates and 6 Delhi destroyers produced in India; produced under licence in India,7,91,0
India,Italy,1990,?,6,,Compact 76mm,naval gun,6,,2000; 2001; 2004; 2005,New,For 3 Brahmaputra (Project-16A) frigates and 3 Kora (Project-25A) corvettes produced in India,2.5,15,15
India,Italy,2001,?,3,,Super Rapid 76mm,naval gun,3,,2010; 2011; 2012,New,For 3 Shivalik (Project-17) frigates produced in India,2.75,8.25,8.25
India,Italy,1998,?,2,,Super Rapid 76mm,naval gun,2,,2002,New,For 2 Project-1241E (Tarantul; Veer) FAC from Russia,2.75,5.5,5.5
India,Italy,2003,?,4,,Super Rapid 76mm,naval gun,4,,2014; 2015; 2017; 2020,New,Produced under licence in India; for 4 Kamorta (Project-28) frigates produced in India,2.75,11,11
India,Italy,2006,?,4,,Super Rapid 76mm,naval gun,4,,2013; 2014,New,For 4 Saryu OPV produced in India; probably produced in India,2.75,11,11
India,Italy,2001,?,3,,Super Rapid 76mm,naval gun,3,?,2003; 2004; 2005,New,For modernization of 3 Godavari (Project-16) frigates,2.75,8.25,8.25
India,Italy,2009,?,3,,Super Rapid 76mm,naval gun,3,,2014; 2015; 2016,New,For 3 Kolkata (Project-15A) destroyers produced in India; produced under licence in India,2.75,8.25,8.25
India,Italy,2023,,16,,Super Rapid 76mm,naval gun,0,,,New,INR29.6 b deal; produced under licence in India; probably incl for NGMV frigates and NG-OPV OPV produced in India,2.75,44,0
India,Italy,2013,?,4,,Super Rapid 76mm,naval gun,3,,2021; 2022; 2023,New,For 4 Visakhapatnam (Project-15A) destroyers produced in India; produced under licence in India,2.75,11,8.25
India,Italy,2021,,2,?,Super Rapid 76mm,naval gun,0,,,New,For 2 Talwar Batch-4 (Triput) frigates from Russia; produced under licence in India,2.75,5.5,0
India,Italy,2018,?,6,?,Super Rapid 76mm,naval gun,3,,2022; 2023,New,For modernization of 3 Delhi (Project-15) destroyers and 3 Talwar frigates; produced under licence in India,2.75,16.5,8.25
India,Russia,1992,?,8,,A-215 Grad-M 122mm,naval MRL,8,,1997; 2007; 2008; 2009,New,For 4 Magar and Shardul landing ships produced in India,0.5,4,4
India,Russia,1986,?,3,,AK-100 100mm,naval gun,3,,1997; 1999; 2001,New,For 3 Delhi (Project-15) destroyers produced in India; ordered from Soviet Union and delivered from Russia after break-up of Soviet Union,5.25,15.75,15.75
India,Russia,1990,?,1,,AK-176 76mm,naval gun,1,,1998,New,For 1 Kora (Project-25A) corvette produced in India,2.5,2.5,2.5
India,Russia,1990,?,20,,AK-630 30mm,naval gun,20,,1998; 2000; 2001; 2004; 2005,New,For 3 Brahmaputra (Project-16A) frigates and 4 Kora (Project-25A) corvettes produced in India,1,20,20
India,Russia,2003,?,12,,AK-630 30mm,naval gun,12,,2014; 2015; 2016,New,For 3 Kolkata (Project-15A) destroyers produced in India,1,12,12
India,Russia,2006,?,16,,AK-630 30mm,naval gun,16,?,2012; 2013; 2014,New,For 4 Saryu OPV produced in India and 2 Deepak support ships from Italy,1,16,16
India,Russia,2013,?,16,,AK-630 30mm,naval gun,4,,2021,New,For 4 Project-15B (Visakhapatnam) destroyers produced in India,1,16,4
India,Russia,2003,?,8,,AK-630 30mm,naval gun,8,,2014; 2015; 2017; 2020,New,For 4 Kamorta (Project-28) frigates produced in India,1,8,8
India,Russia,2010,?,4,,AK-630 30mm,naval gun,4,,2022,New,For 1 Vikrant (IAC or Project-71) aircraft carrier produced in India,1,4,4
India,Russia,2012,?,14,,AK-630 30mm,naval gun,0,,,New,For 7 Project-17A frigates produced in India; AK-630M version,1,14,0
India,Russia,2003,?,6,,RBU-6000,ASW MRL,6,,2014; 2015; 2016,New,For 3 Kolkata (Project-15A) destroyers produced in India; produced under licence in India,3.5,21,21
India,Russia,1986,,6,,RBU-6000,ASW MRL,6,,1997; 1999; 2001,New,For 3 Delhi (Project-15) destroyers produced in India,3.5,21,21
India,Russia,1999,,6,,RBU-6000,ASW MRL,6,,2010; 2011; 2012,New,For 3 Shivalik (Project-17) frigates produced in India,3.5,21,21
India,Russia,2003,?,8,,RBU-6000,ASW MRL,8,,2014; 2015; 2017; 2020,New,For 4 Kamorta (Project-28) frigates produced in India; produced under licence in India,3.5,28,28
India,Russia,2013,?,8,,RBU-6000,ASW MRL,6,,2021; 2022; 2023,New,For 4 Visakhapatnam (Project-15B) destroyers produced in India; probably produced under licence in India,3.5,28,21
India,Sweden,1974,?,2,,375mm Twin,ASW MRL,2,,1980; 1981,New,For 2 Leander (Nilgiri) frigates from UK,3.5,7,7
India,Soviet Union,1985,?,2,,A-215 Grad-M 122mm,naval MRL,2,?,1987,New,For 1 Magar landing ship produced in India; designation uncertain,0.5,1,1
India,Soviet Union,1983,?,4,,AK-176 76mm,naval gun,4,,1989; 1990; 1991,New,For 4 Khukri (Project-25) corvettes produced in India,2.5,10,10
India,Soviet Union,1978,?,12,,AK-230 30mm,naval gun,12,,1983; 1985; 1988,New,For 3 Godavari (Project-16) frigates produced in India,1,12,12
India,Soviet Union,1983,?,8,,AK-630 30mm,naval gun,8,,1989; 1990; 1991,New,For 4 Khukri (Project-25) corvettes produced in India,1,8,8
India,Soviet Union,1978,?,3,,AK-725 57mm,naval gun,3,,1983; 1985; 1988,New,For 3 Godavari (Prorject-16) frigates produced in India,2.25,6.75,6.75
India,Soviet Union,1978,?,3,,ZIF-22,naval SAM system,3,?,1983; 1985; 1988,New,For 3 Godavari (Project-16A) frigates produced in India,6,18,18
Indonesia,China,2013,?,8,?,NG-18 30mm,naval gun,8,?,2013; 2014,New,For 8 KCR-40 FAC produced in Indonesia,1,8,8
Indonesia,China,2016,?,2,,NG-18 30mm,naval gun,2,,2017,New,For modernization of 2 KCR-60 FAC,1,2,2
Indonesia,China,2014,?,1,,Type-825 30mm,naval gun,1,,2015,New,For modernization of 1 Pattimura (Parchim) corvette,10,10,10
Indonesia,China,2016,,1,,Type-825 30mm,naval gun,1,,2017,New,For modernization of 1 Pattimura (Parchim) corvette,10,10,10
Indonesia,France,2016,,2,,VL-MICA-M,naval SAM system,2,,2019; 2020,New,For 2 SIGMA-10514 (Martadinata) frigates from Netherlands,5,10,10
Indonesia,Italy,2004,,2,,Super Rapid 76mm,naval gun,2,,2007,New,For 2 SIGMA-90 frigates from Netherlands,2.75,5.5,5.5
Indonesia,Italy,2005,,2,,Super Rapid 76mm,naval gun,2,,2008; 2009,New,For 2 SIGMA-90 frigates from Netherlands,2.75,5.5,5.5
Indonesia,Italy,2012,?,2,,Super Rapid 76mm,naval gun,2,,2017,New,For 2 SIGMA-105 frigates from Netherlands,2.75,5.5,5.5
Indonesia,Italy,2013,,3,,Super Rapid 76mm,naval gun,3,,2014,New,For 3 Brunei frigates from UK,2.75,8.25,8.25
Indonesia,Sweden,1975,?,4,,SAK-70 Mk-1 57mm,naval gun,4,,1979; 1980,New,For 4 PSSM-5 (Dagger or Mandau) FAC from South Korea,2.25,9,9
Indonesia,Sweden,1982,?,4,,SAK-70 Mk-2 57mm,naval gun,4,,1988; 1989; 1992; 1993,New,For 4 PB-57 (Singa) patrol craft from FRG,2.5,10,10
Indonesia,Sweden,1994,,4,,SAK-70 Mk-2 57mm,naval gun,4,,2000; 2002; 2004,New,For 4 PB-57 (Todak) patrol craft from FRG,2.5,10,10
Indonesia,Sweden,2019,,4,,SAK-70 Mk-2 57mm,naval gun,4,,2022; 2023,New,SAK-70 Mk-3 version; for 4 KCR-60 FAC produced in Indonesia,2.5,10,10
Indonesia,Sweden,1975,?,3,,TAK-120 L/46 120mm,naval gun,3,,1979; 1980,New,For 3 Fatahillah Class frigates delivered from Netherlands,5,15,15
Iran,Italy,1974,?,12,?,Compact 76mm,naval gun,12,,1977; 1978; 1981,New,For 12 Combattante (Kaman) FAC from France,2.5,30,30
Iran,Switzerland,1966,?,4,,GDM 35mm,naval gun,4,,1971; 1972,New,For 4 Saam frigates from UK,2.5,10,10
Iran,United Kingdom,1975,?,4,,Mk-8 4.5-inch,naval gun,4,?,1977; 1979,New,For modernization of 4 Saam frigates,5,20,20
Ireland,Italy,1997,,2,,Compact 76mm,naval gun,2,,1999; 2001,New,For 2 Roisin OPV from Canada,2.5,5,5
Ireland,Italy,2010,?,2,,Super Rapid 76mm,naval gun,2,,2014; 2015,New,For 2 PV-90 OPV from UK,2.75,5.5,5.5
Ireland,Italy,2016,,1,,Super Rapid 76mm,naval gun,1,,2018,New,For 1 PV-90 OPV from UK,2.75,2.75,2.75
Ireland,Italy,2014,,1,,Super Rapid 76mm,naval gun,1,,2016,New,For 1 PV-90 OPV from UK,2.75,2.75,2.75
Ireland,Sweden,1982,?,1,,SAK-70 Mk-1 57mm,naval gun,1,,1984,New,For 1 Eithne OPV produced in Ireland,2.25,2.25,2.25
Iraq,Sweden,1977,,1,,375mm Twin,ASW MRL,1,,1980,New,For 1 Ibn Khaldoum frigate from Yugoslavia,3.5,3.5,3.5
Iraq,Sweden,1977,?,1,,SAK-70 Mk-1 57mm,naval gun,1,,1980,New,For 1 Ibn Khaldoum frigate from Yugoslavia,2.25,2.25,2.25
Israel,Italy,1971,?,20,,Compact 76mm,naval gun,20,?,1973; 1974; 1975; 1979; 1980,New,For 10 Saar-4 (Reshef) FAC produced in Israel,2.5,50,50
Israel,Italy,1968,,6,,Compact 76mm,naval gun,6,,1969; 1970,New,For 6 Saar-3 FAC from FRG,2.5,15,15
Israel,Italy,2015,?,4,,Super Rapid 76mm,naval gun,4,?,2022; 2023,New,For 4 MEKO PC-IN (Sa'ar-6) frigates from Germany,2.75,11,11
Israel,United States,1984,?,2,,Mk-15 Phalanx,naval gun,2,?,1985,New,For modernization of 2 Saar-4.5 (Hetz) FAC,7,14,14
Israel,United States,1986,?,3,?,Mk-15 Phalanx,naval gun,3,,1991; 1994; 1995,New,For 4 Saar-4.5 (Hetz) FAC produced in Israel and modernization of 2 older Saar-4.5,7,21,21
Israel,United States,1985,?,8,,Mk-15 Phalanx,naval gun,8,?,1987; 1988,New,For modernization of 8 Saar-4 (Reshef) FAC,7,56,56
Italy,United States,1957,?,3,,MK-10 Terrier,naval SAM system,3,,1961; 1964,New,For 2 Doria cruisers produced in Italy and modernization of 1 Garibaldi cruiser,35,105,105
Italy,United States,1965,?,1,,MK-10 Terrier,naval SAM system,1,,1969,New,ASTER version for 1 Vittorio Veneto cruiser produced in Italy,35,35,35
Italy,United States,1956,?,1,,Mk-32 127mm,naval gun,1,?,1963,Second hand,Second-hand; for 1 Impavido Class destroyer produced in Italy,1,1,1
Italy,United States,1951,?,6,,Mk-32 127mm,naval gun,6,?,1954; 1955,Second hand,Second-hand; for modernization of 2 San Giorgio Class destroyers,1,6,6
Italy,United States,1950,?,4,,Mk-32 127mm,naval gun,4,,1958,Second hand,Second-hand; for 2 Impetuoso Class destroyers produced in Italy,1,4,4
Italy,United States,1956,?,2,,Mk-74 Tartar GMFCS,naval SAM system,2,,1963; 1964,New,For 2 Impavido destroyers produced in Italy,28.75,57.5,57.5
Italy,United States,1966,?,2,,Mk-74 Tartar GMFCS,naval SAM system,2,,1972,New,For 2 Audace destroyers produced in Italy,28.75,57.5,57.5
Italy,United States,1986,?,2,,Mk-74 Tartar GMFCS,naval SAM system,2,?,1991; 1992,New,For 2 Animoso destroyers produced in Italy,28.75,57.5,57.5
Japan,Italy,1978,?,49,,Compact 76mm,naval gun,49,,1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1993; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004,New,For 9 Murasame; 8 Asagiri; 12 Hatsayuki; 6 Abukuma and 3 Ishikari frigates; 6 Hayabusa FAC; 2 Uraga support ships; 1 Tenryu; 1 Kashima and 1 Kurobe training ship produced in Japan; produced under licence in Japan,2.5,122.5,122.5
Japan,Italy,1988,?,4,,Compatto 127mm,naval gun,4,,1993; 1995; 1996; 1998,New,For 4 Kongou destroyers produced in Japan,5.25,21,21
Japan,Italy,1999,?,5,,Compatto 127mm,naval gun,5,,2003; 2004; 2005; 2006,New,For 5 Takanami frigates produced in Japan,5.25,26.25,26.25
Japan,Sweden,1962,?,18,?,375mm Quad,ASW MRL,18,,1964; 1966; 1967; 1968; 1969; 1970; 1972; 1974; 1977; 1978,New,For 6 Yamagumo; 2 Takatsuki; 3 Minegumo; 2 Isuzu frigates and 1 Katori training ship produced in Japan and modernization of 2 Akizuki destroyers; possibly assembled/produced in Japan,5,90,90
Japan,Switzerland,1990,?,2,,GDM 35mm,naval gun,2,,1992,New,For 1 Shikishima OPV produced in Japan; GDM-C version,2.5,5,5
Japan,United States,1953,?,14,,40mm Twin Bofors,naval gun,14,,1956,Second hand,Probably Second-hand; for 2 Harukaze destroyers and 1 Akebono and 2 Ikazuchi frigate sproduced in Japan,0.4,5.6,5.6
Japan,United States,1968,?,11,?,40mm Twin Bofors,naval gun,11,?,1970; 1971; 1972; 1973; 1974; 1975; 1977,Second hand,For 11 Chikugo frigates produced in Japan,0.4,4.4,4.4
Japan,United States,1970,,9,,40mm Twin Bofors,naval gun,9,?,1972; 1973; 1974; 1975; 1976; 1977,Second hand,Probably Second-hand; for 3 Atsumi and 3 Miuri landing ships produced in Japan,0.4,3.6,3.6
Japan,United States,1954,?,37,,40mm Twin Bofors,naval gun,37,?,1957; 1959; 1960; 1963; 1964; 1965,Second hand,Second-hand; for 7 Kamome; 1 Hayabusa; 2 Umitaka and 10 Mizutori patrol craft produced in Japan,0.4,14.8,14.8
Japan,United States,1985,?,8,,ASROC,ASW MRL,8,,1988; 1989; 1990; 1991,New,For 8 Asagiri destroyers produced in Japan,4,32,32
Japan,United States,1978,?,12,,ASROC,ASW MRL,12,,1982; 1983; 1984; 1985; 1986; 1987,New,For 12 Hatsuyuki destroyers produced in Japan,4,48,48
Japan,United States,1963,?,3,,ASROC,ASW MRL,3,,1965; 1966; 1967,New,For 3 Yamagumo destroyers produced in Japan,4,12,12
Japan,United States,1970,?,3,,ASROC,ASW MRL,3,,1972; 1973; 1977,New,For 3 Yamagumo destroyers produced in Japan,4,12,12
Japan,United States,1978,,3,,ASROC,ASW MRL,3,,1979; 1981; 1982,New,For modernization of 3 Minegumo destroyers,4,12,12
Japan,United States,1967,?,1,,ASROC,ASW MRL,1,,1968,New,For modernization of 1 Amatsukaze destroyer,4,4,4
Japan,United States,1967,?,11,,ASROC,ASW MRL,11,,1970; 1971; 1972; 1973; 1974; 1975; 1977,New,For 11 Chikugo destroyer-escorts produced in Japan,4,44,44
Japan,United States,1972,?,3,,ASROC,ASW MRL,3,,1976; 1979; 1983,New,For 3 Tachikaze destroyers produced in Japan,4,12,12
Japan,United States,1969,?,2,,ASROC,ASW MRL,2,,1973; 1974,New,For 2 Haruna destroyers produced in Japan,4,8,8
Japan,United States,1975,?,2,,ASROC,ASW MRL,2,,1980; 1981,New,For 2 Shirane destroyers produced in Japan,4,8,8
Japan,United States,1981,?,2,,ASROC,ASW MRL,2,,1986; 1988,New,For 2 Hatakaze destroyers produced in Japan,4,8,8
Japan,United States,1954,?,4,,Mk-26 76mm,naval gun,4,,1956,Second hand,Probably Second-hand; for 1 Akebono and 2 Ikazuchi frigates and 1 Tsuguru minelayer produced in Japan,0.08,0.32,0.32
Japan,United States,1978,?,14,,Mk-29 IBPDMS,naval SAM system,14,,1982; 1983; 1984; 1985; 1986; 1987,New,For 12 Hatsuyuki destroyers produced on Japan and modernisation of 2 Takatsuki destroyers,5,70,70
Japan,United States,1985,?,2,,Mk-29 IBPDMS,naval SAM system,2,,1987; 1989,New,For modernization of 2 Haruna destroyers,5,10,10
Japan,United States,1984,?,8,,Mk-29 IBPDMS,naval SAM system,8,,1988; 1989; 1990; 1991,New,For 8 Asagiri destroyers produced in Japan,5,40,40
Japan,United States,1976,,2,,Mk-29 IBPDMS,naval SAM system,2,,1980; 1981,New,For 2 Shirane destroyers produced in Japan,5,10,10
Japan,United States,1953,?,6,,Mk-30 127mm,naval gun,6,,1956,Second hand,Probably Second-hand; for 2 Harukaze destroyers produced in Japan,0.3,1.8,1.8
Japan,United States,1966,?,6,,Mk-33 76mm,naval gun,6,,1968; 1969; 1970,New,For 3 Minegumo frigates produced in Japan,2.5,15,15
Japan,United States,1963,?,6,,Mk-33 76mm,naval gun,6,,1966; 1967,New,For 3 Yamagumo frigates produced in Japan,2.5,15,15
Japan,United States,1970,?,8,,Mk-33 76mm,naval gun,8,,1971; 1972; 1973; 1974; 1978,New,For 3 Yamagumo frigates and 1 Hayase and 1 Souya minelayer produced in Japan,2.5,20,20
Japan,United States,1961,?,2,,Mk-33 76mm,naval gun,2,,1965,New,For Amatsukaze destroyer produced in Japan,2.5,5,5
Japan,United States,1957,?,10,,Mk-33 76mm,naval gun,10,,1959; 1960,New,For 2 Akizuki and 3 Murasame destroyers produced in Japan,2.5,25,25
Japan,United States,1955,?,22,,Mk-33 76mm,naval gun,22,,1956; 1958; 1960,New,For 7 Ayanami destroyers and 1 Wakaba frigate produced in Japan,2.5,55,55
Japan,United States,1959,?,8,,Mk-33 76mm,naval gun,8,,1961; 1964,New,For 4 Isuzu frigates produced in Japan,2.5,20,20
Japan,United States,1967,?,13,,Mk-33 76mm,naval gun,13,,1968; 1970; 1971; 1972; 1973; 1974; 1975; 1977,New,For 11 Chikugo frigates ship and 1 Katori training ship produced in Japan,2.5,32.5,32.5
Japan,United States,1972,?,3,,Mk-33 76mm,naval gun,3,,1974; 1975; 1976,New,For 3 Miura landing ships produced in Japan,2.5,7.5,7.5
Japan,United States,1956,?,9,,Mk-39 127mm,naval gun,9,,1959,Second hand,Second-hand; for 3 Murasame destroyers produced in Japan,1.6,14.4,14.4
Japan,United States,1957,?,6,,Mk-39 127mm,naval gun,6,,1960,New,Possibly Second-hand; for 2 Akizuki destroyers produced in Japan,4,24,24
Japan,United States,2007,?,4,,Mk-41 VLS,naval SAM system,4,,2012; 2013; 2014,New,For 4 Akizuki frigates produced in Japan,20,80,80
Japan,United States,1988,?,4,,Mk-41 VLS,naval SAM system,4,,1993; 1995; 1996; 1998,New,For 4 Kongou destroyers produced in Japan,20,80,80
Japan,United States,2002,?,2,,Mk-41 VLS,naval SAM system,2,,2007; 2008,New,For 2 Atago destroyers produced in Japan,20,40,40
Japan,United States,2004,?,2,,Mk-41 VLS,naval SAM system,2,,2009; 2011,New,For 2 Hyuga helicopter carriers produced in Japan,20,40,40
Japan,United States,1998,?,5,,Mk-41 VLS,naval SAM system,5,,2003; 2004; 2005; 2006,New,For 5 Takanami destroyers produced in Japan,20,100,100
Japan,United States,2013,?,2,,Mk-41 VLS,naval SAM system,2,,2018; 2019,New,For 2 Asahi frigates produced in Japan,20,40,40
Japan,United States,2015,?,2,,Mk-41 VLS,naval SAM system,2,,2020; 2021,New,For 2 Maya destroyers produced in Japan,20,40,40
Japan,United States,2017,?,12,?,Mk-41 VLS,naval SAM system,5,,2022; 2023,New,For 12 Mogami (FFM or 30DDX) frigates produced in Japan,20,240,100
Japan,United States,1975,?,4,,Mk-42 127mm,naval gun,4,,1980; 1981,New,For 2 Shirane frigates produced in Japan,4.7,18.8,18.8
Japan,United States,1967,?,4,,Mk-42 127mm,naval gun,4,,1973; 1974,New,For 2 Haruna frigates produced in Japan,4.7,18.8,18.8
Japan,United States,1972,?,6,,Mk-42 127mm,naval gun,6,,1976; 1979; 1983,New,For 3 Tachikaze destroyers produced in Japan,4.7,28.2,28.2
Japan,United States,1963,?,8,,Mk-42 127mm,naval gun,8,,1967; 1968; 1969; 1970,New,For 4 Takatsuki frigates produced in Japan,4.7,37.6,37.6
Japan,United States,1983,?,2,?,Mk-42 127mm,naval gun,2,,1986,New,For 1 Hatakaze destroyer produced in Japan,4.7,9.4,9.4
Japan,United States,2003,,2,,Mk-45-4 127mm,naval gun,2,,2007; 2008,New,For 2 Atago destroyers produced in Japan,7.5,15,15
Japan,United States,2007,?,4,,Mk-45-4 127mm,naval gun,4,,2012; 2013; 2014,New,For 4 Akizuki frigates produced in Japan,7.5,30,30
Japan,United States,2017,?,12,,Mk-45-4 127mm,naval gun,5,,2022; 2023,New,For 12 Mogami (FFM or 30DDX) frigates produced in Japan,7.5,90,37.5
Japan,United States,2013,?,2,,Mk-45-4 127mm,naval gun,2,,2018; 2019,New,For 2 Asahi frigates produced in Japan,7.5,15,15
Japan,United States,2015,?,2,,Mk-45-4 127mm,naval gun,2,,2020; 2021,New,Produced under licence in Japan; for 2 Maya destroyers produced in Japan,7.5,15,15
Japan,United States,1988,?,34,,Mk-15 Phalanx,naval gun,34,?,1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996,New,For 6 Abukuma Class frigates produced in Japan and modernization of 12 Hatsuyuki and 2 Shirane Class frigates,7,238,238
Japan,United States,1998,?,4,,Mk-15 Phalanx,naval gun,4,,2000,New,$49 m deal; probably for Murasame frigates,7,28,28
Japan,United States,1981,?,31,,Mk-15 Phalanx,naval gun,31,?,1982; 1986; 1987; 1988; 1989; 1990; 1991,New,For 2 Hatakaze destroyers and 8 Asagiri frigates produced in Japan and modernization of 3 Tachikaze destroyers and 1 Takatsuki and 2 Haruna frigates,7,217,217
Japan,United States,1995,,2,,Mk-15 Phalanx,naval gun,2,?,1998,New,$7.7 m deal; for 1 Kongou destroyer produced in Japan,7,14,14
Japan,United States,1993,?,38,?,Mk-15 Phalanx,naval gun,38,?,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007,New,For 2 Improved Kongou destroyers; 9 Murasame and 5 Takanami frigates and 3 Oosumi AALS produced in Japan; incl some Block-1B version,7,266,266
Japan,United States,1988,?,6,,Mk-15 Phalanx,naval gun,6,?,1993; 1995; 1996,New,$66 m deal; for 3 Kongou destroyers produced in Japan,7,42,42
Japan,United States,2007,?,8,,Mk-15 Phalanx,naval gun,8,,2012; 2013; 2014,New,For 4 Akizuki frigates produced in Japan; Block-1B version,7,56,56
Japan,United States,2013,?,4,,Mk-15 Phalanx,naval gun,4,,2018; 2019,New,For 2 Asahi frigate produced in Japan,7,28,28
Japan,United States,2015,?,4,,Mk-15 Phalanx,naval gun,4,,2020; 2021,New,For 2 Maya destroyers produced in Japan,7,28,28
Japan,United States,2011,,4,,SeaRAM,naval SAM system,4,,2015; 2017,New,For 2 Izumo helicopter carriers produced in Japan,7,28,28
Japan,United States,2017,?,12,,SeaRAM,naval SAM system,5,,2022; 2023,New,For 12 Mogami (FFM or 30DDX) frigates produced in Japan,7,84,35
Japan,United States,1981,?,2,,Mk-74 Tartar GMFCS,naval SAM system,2,,1986; 1988,New,For 2 Hatakaze destroyers produced in Japan,28.75,57.5,57.5
Japan,United States,1972,?,3,,Mk-74 Tartar GMFCS,naval SAM system,3,,1976; 1979; 1983,New,For 3 Tachikaze destroyers produced in Japan,28.75,86.25,86.25
Japan,United States,1960,?,1,,Mk-74 Tartar GMFCS,naval SAM system,1,,1965,New,For 1 Amatsukaze destroyer produced in Japan,28.75,28.75,28.75
Japan,United States,1957,?,2,,Mk-108 Weapon Alpha,ASW rocket launcher,2,,1960,New,For 2 Akizuki frigates produced in Japan,1.5,3,3
Japan,United States,1959,?,3,,Mk-108 Weapon Alpha,ASW rocket launcher,3,,1961; 1963,New,For 2 Isuzu frigates produced in Japan and modernization of 1 Fletcher (Ariake) destroyer,1.5,4.5,4.5
Kenya,Italy,1984,?,2,,Compact 76mm,naval gun,2,,1987,New,For 2 Province (Nyayo) FAC from UK,2.5,5,5
Kenya,Italy,1996,?,2,,Compact 76mm,naval gun,2,?,1997,New,For 2 Shujaa patrol craft from Spain,2.5,5,5
Kenya,Montenegro,2016,?,1,,AK-630 30mm,naval gun,1,,2017,Second hand,Second-hand; for modernization of Jasiri OPV,0.4,0.4,0.4
Kenya,Montenegro,2016,?,1,,SAK-70 Mk-1 57mm,naval gun,1,,2017,Second hand,Second-hand; for modernization of Jasiri OPV,0.9,0.9,0.9
Kenya,United Kingdom,1981,?,4,,GCM-AO3 30mm,naval gun,4,,1982; 1983,New,For modernization of 3 Brooke-32m (Madaraka) and 1 Brooke-37.5m (Mamba) patrol craft to FAC,1,4,4
South Korea,Italy,1978,?,68,,Compact 76mm,naval gun,68,,1981; 1982; 1983; 1984; 1985; 1986; 1988; 1989; 1990; 1993; 1997,New,For 9 Ulsan; 24 Po Hang; 4 Donghae frigates; 1 Won San minelayer and 1 Han Kang OPV produced in South Korea,2.5,170,170
South Korea,Italy,1978,?,55,,Compact 40L70,naval gun,55,,1985; 1986; 1988; 1989; 1990; 1993,New,For 5 Ulsan and 20 Po Hang frigates produced in South Korea,2.5,137.5,137.5
South Korea,Italy,1992,,3,,Compatto 127mm,naval gun,3,,1998; 1999; 2000,New,For 3 KDX-1 (Kwanggaeto the Great) frigates produced in South Korea,5.25,15.75,15.75
South Korea,Netherlands,1991,?,2,,Goalkeeper,naval gun,2,,1998,New,For 1 KDX-1 (Kwanggaeto the Great) frigate produced in South Korea,10,20,20
South Korea,Netherlands,1995,,4,,Goalkeeper,naval gun,4,,1999; 2000,New,For 2 KDX-1 (Kwanggaeto the Great) frigates produced in South Korea,10,40,40
South Korea,Netherlands,1999,,3,,Goalkeeper,naval gun,3,,2003; 2004; 2005,New,For 3 KDX-2 frigates produced in South Korea,10,30,30
South Korea,Netherlands,2003,,5,,Goalkeeper,naval gun,5,,2007; 2008; 2010; 2012,New,$54 m deal; for 1 Dokdo (LPX) AALS and 3 KDX-3 destroyers produced in South Korea,10,50,50
South Korea,United States,1979,?,16,,EE-30 30mm,naval gun,16,,1982; 1983; 1984; 1985; 1986; 1988,New,For 4 Donghae and 4 Pohang corvettes produced in South Korea,1,16,16
South Korea,United States,2002,,3,,Mk-41 VLS,naval SAM system,3,,2008; 2010; 2012,New,For 3 Daewang (KDX-3) destroyers produced in South Korea,20,60,60
South Korea,United States,1999,?,6,,Mk-41 VLS,naval SAM system,6,,2003; 2004; 2005; 2006; 2007; 2008,New,For 6 Yi Sun-Shin (KDX-2) destroyers produced in South Korea,20,120,120
