Recipient,Supplier,Year of order, ,Number ordered, ,Weapon designation,Weapon description,Number delivered, ,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
Switzerland,Norway,2013,,130,?,Protector,APC turret,130,?,2015; 2016; 2017,New,NOK196 m ($33 m) deal; for Duro-3P (GMTF or RP-13) APC produced in Switzerland,0.05,6.5,6.5
Switzerland,Norway,2011,?,70,?,Protector,APC turret,70,?,2013,New,For Duro-3P (GMTF or RP-13) APC produced in Switzerland,0.05,3.5,3.5
Switzerland,Sweden,1972,?,192,?,Hagglunds 20mm,IFV turret,192,?,1973; 1974; 1975,New,For modernization of 192 M-113 APC to Spz-63/73 IFV,0.1,19.2,19.2
Turkmenistan,Russia,2021,?,2,?,BPPU 30mm,IFV turret,2,?,2021,New,For Lazar IFV from Serbia,0.6,1.2,1.2
Turkmenistan,Ukraine,2008,?,4,?,Grom,IFV turret,4,?,2008,New,Probably for modernization of Turkmeni BTR-80 APC,0.6,2.4,2.4
Tunisia,France,1976,,54,,FL-12 105mm,tank turret,54,,1979,New,For 54 SK-105 tanks from Austria,0.5,27,27
Turkiye,France,1992,,515,,Dragar,IFV turret,515,?,1997; 1998; 1999; 2000,New,For 515 AIFV IFV from USA; incl 448 produced in Turkey,0.5,257.5,257.5
Turkiye,Netherlands,1989,?,135,,DAF 25mm,IFV turret,135,?,1990; 1991; 1992; 1993; 1994; 1995; 1997,New,For 135 AIFV IFV from USA,0.5,67.5,67.5
Turkiye,Norway,1988,,48,,ALT,anti-tank AV turret,48,?,1991; 1992; 1993; 1994,New,For 48 AIFV-ATV tank destroyers from USA,0.6,28.8,28.8
UAE,Australia,2019,,,,R-400S,IFV turret,100,?,2019,New,AED1.6 b ($316 m) deal; probably incl for Nimr APC/IFV produced in UAE,0.6,0,60
UAE,Spain,2019,,800,,Guardian,APC turret,0,,,New,Guardian-1.5 version,0.05,40,0
UAE,Spain,2023,,516,,Guardian-30,IFV turret,0,,,New,Guardian-30 version for modernization of UAE armoured vehicles (probably 400 Rabdan and 116 BMP-3 IFV); incl production under licence in UAE; delivery planned by 2026,0,0,0
UAE,United Kingdom,2008,,3,,air refuel system,air refuel system,3,,2013,New,For 3 A-330 MRTT tanker/transport aircraft from France,10,30,30
UAE,United Kingdom,2021,,2,,air refuel system,air refuel system,0,,,New,For 2 A-330 MRTT tanker/transport aircraft from France,10,20,0
United Kingdom,Germany,2021,,148,,Challenger-3 turret,tank turret,0,,,New,For modernization of 148 Challenger-2 tanks to Challenger-3; produced under licence in UK,0,0,0
United Kingdom,Norway,2008,,48,?,Protector,APC turret,48,?,2009,New,Incl for 24 Bushmaster APC from Australia,0.05,2.4,2.4
United Kingdom,Norway,2015,,127,?,Protector,APC turret,8,?,2018; 2020,New,GBP61 m ($93 m) deal; for Scout-SV PMRS (Ares) APC from Spain,0.05,6.35,0.4
United Kingdom,Norway,2020,,,,Protector,APC turret,0,,,New,NOK1 b ($118 m) deal; Protector RS4 version; for Boxer APC from Germany,0.05,0,0
Ukraine,Australia,2023,,100,?,R-800,IFV turret,0,,,New,$80 m deal; for IFVs; designation uncertain (reported as 'heavy Remote Weapon Systems'),0,0,0
United States,Israel,2021,,174,,Samson RCWS-30,IFV turret,0,,,New,Produced under licence in USA; for modernization of Stryker IFV; delivery planned from 2024,0.6,104.4,0
United States,Norway,2016,,83,,Protector MC,IFV turret,83,?,2017; 2018,New,$329 m deal; for modernization of Stryker (Piranha) IFV to M-1296 Dragoon; produced under licence in USA,0.6,49.8,49.8
United States,Norway,2022,?,175,?,Protector MC,IFV turret,0,,,New,MCT-30 or RT-20 version; for ACV-30 IFV produced in USA; produced under licence in USA,0.6,105,0
United States,Norway,2007,,6500,,Protector,APC turret,6500,?,2007; 2008; 2009; 2010,New,'CROWS-2' programme; M-153 version; for Piranha (Stryker) APC from Canada and other armoured vehicles produced in USA and modernization of M-1 tank; incl production under licence in USA,0.05,325,325
United States,Norway,2009,,3849,?,Protector,APC turret,3849,?,2010; 2011; 2012,New,Part of 'CROWS-2' programme; M-153 version; incl production in USA,0.05,192.45,192.45
United States,Norway,2011,,1141,?,Protector,APC turret,1141,?,2012,New,$120 m deal; part of 'CROWS-2' programme; M-153 version; incl production in USA,0.05,57.05,57.05
United States,Norway,2012,,3000,?,Protector,APC turret,3000,?,2013; 2014; 2015,New,$970 m 'CROWS-3' programme; M-153 version,0.05,150,150
United States,Norway,2015,?,1500,?,Protector,APC turret,485,?,2017; 2018; 2019; 2020; 2021; 2022; 2023,New,For M-1A2 SEPV-3 (M-1V3) tank; produced under licence in USA,0.05,75,24.25
United States,Norway,2020,,33,,Protector,APC turret,13,?,2023,New,XM-914 version; produced under licence in USA; for MADIS Inc-1 air-defence systems (based on JLTV APC) produced in USA,0.05,1.65,0.65
United States,Norway,2021,,,,Protector,APC turret,0,,,New,$499 m deal; produced under licence in USA,0.05,0,0
United States,United Kingdom,1995,,33,,air refuel system,air refuel system,33,?,1999; 2000; 2001; 2002; 2003; 2004; 2005,New,Mk-32B podded hose system for modernization of KC-135 tanker aircraft,10,330,330
United States,United Kingdom,2006,,1,,air refuel system,air refuel system,1,,2007,New,For modification of 1 DC-10 transport aircraft to KDC-10 tanker aircraft owned and operated by US company,10,10,10
United States,United Kingdom,1998,?,1,,air refuel system,air refuel system,1,,2000,New,For modification of 1 Boeing-707 transport aircraft to K-707 tanker aircraft owned and operated by US company,10,10,10
United States,United Kingdom,2005,,1,,air refuel system,air refuel system,1,,2006,New,For modification of 1 Boeing-707 transport aircraft to K-707 tanker aircraft owned and operated by US company,10,10,10
United States,United Kingdom,2011,,179,?,air refuel system,air refuel system,77,?,2019; 2020; 2021; 2022; 2023,New,Produced under licence in USA; for 179 KC-46 tanker/transport aircraft produced in USA,10,1790,770
Venezuela,Israel,1988,,2,,air refuel system,air refuel system,2,,1991,New,For modification of 2 Boeing-707 transport aircraft to tanker/transport aircraft,10,20,20
unknown recipient(s),Israel,2020,?,,,Samson RCWS-30,IFV turret,0,,,New,Samson-30 Integrated RCWS version,0.6,0,0
